ACCT_NUM,SEC_CUSIP,AS_OF_DT,UNITS,MKT_PRC,MKT_VAL,COST_BASIS,UNRLZD_GL,CCY
C-766563,H5LF6A4FE,2024-12-31,9374.0,198.6474,1862120.73,1109108.27,753012.46,USD
C-766563,CQNVQHW06,2024-12-31,6596.0,268.6373,1771931.63,1523526.06,248405.57,USD
C-766563,CJWTL9TQV,2024-12-31,6710.0,274.0698,1839008.36,1989611.32,-150602.96,USD
C-766563,J17MGFXC0,2024-12-31,12647.0,247.1333,3125494.85,3668816.17,-543321.32,USD
C-766563,MLGSES6M0,2024-12-31,5721.0,349.3826,1998817.85,650142.18,1348675.67,USD
C-766563,DJGF1C8WQ,2024-12-31,1880.0,350.2632,658494.82,740698.0,-82203.18,USD
C-766563,CSLQC3C54,2024-12-31,3819.0,114.011,435408.01,1006840.11,-571432.1,USD
C-766563,U80B6UGVS,2024-12-31,1579.0,382.7205,604315.67,330472.88,273842.79,USD
C-766563,349DXBZ9S,2024-12-31,9636.0,480.8025,4633012.89,3338934.94,1294077.95,USD
C-766563,2SPFHV5BR,2024-12-31,2249.0,394.7842,887869.67,334986.35,552883.32,USD
C-766563,ZHWY9HECG,2024-12-31,1590.0,157.3925,250254.08,205040.99,45213.09,USD
C-766563,QYM52XG8P,2024-12-31,6519.0,472.1203,3077752.24,3025599.87,52152.37,USD
C-766563,3BBXUX1OX,2024-12-31,4263.0,26.4434,112728.21,1084718.5,-971990.29,USD
C-766563,8R2YKCCPR,2024-12-31,4882.0,484.9279,2367418.01,979286.24,1388131.77,USD
C-766563,1NOUHTCS1,2024-12-31,3942.0,95.2931,375645.4,811329.95,-435684.55,USD
C-766563,BZ2SF6F7L,2024-12-31,4792.0,103.0873,493994.34,743960.62,-249966.28,USD
C-766563,WW4FYB8DA,2024-12-31,5053.0,266.7008,1347639.14,829681.14,517958.0,USD
C-766563,R8KK791ZY,2024-12-31,3603.0,91.9381,331252.97,1384279.81,-1053026.84,USD
C-766563,KZMPJRHT7,2024-12-31,11481.0,450.5958,5173290.38,2353558.21,2819732.17,USD
C-766563,D0IB6IIDL,2024-12-31,2571.0,224.6002,577447.11,1265856.79,-688409.68,USD
C-766563,1AT7O75RH,2024-12-31,5977.0,148.5044,887610.8,2220931.15,-1333320.35,USD
C-766563,BPT11F9I6,2024-12-31,4108.0,234.5109,963370.78,1550265.04,-586894.26,USD
C-766563,VYLKFXHKC,2024-12-31,5333.0,478.1974,2550226.73,1031231.75,1518994.98,USD
C-766563,YUBMXNSZO,2024-12-31,7389.0,133.8173,988776.03,2180771.63,-1191995.6,USD
C-766563,G10UR5L8A,2024-12-31,6710.0,205.2683,1377350.29,2777446.7,-1400096.41,USD
C-766563,JSRD9Q46N,2024-12-31,525.0,144.1999,75704.95,64565.32,11139.63,USD
C-766563,WZC4XL996,2024-12-31,371.0,142.7391,52956.21,6697.07,46259.14,USD
C-766563,MD7Q1DDPU,2024-12-31,4784.0,453.5391,2169731.05,2167276.7,2454.35,USD
C-766563,SYGJJFGJK,2024-12-31,4557.0,138.7282,632184.41,839555.53,-207371.12,USD
C-766563,M349EL8HL,2024-12-31,2656.0,389.0237,1033246.95,789454.3,243792.65,USD
C-766563,B8Z3V6DIX,2024-12-31,3806.0,428.3974,1630480.5,793039.47,837441.03,USD
C-766563,NQYYF9RK7,2024-12-31,4980.0,60.3741,300663.02,498681.65,-198018.63,USD
C-766563,IOGXPBWHV,2024-12-31,8540.0,36.8577,314764.76,2712326.25,-2397561.49,USD
C-488162,PZUE8YFBN,2024-12-31,2509.0,136.3342,342062.51,896224.37,-554161.86,USD
C-488162,4COWGZRIX,2024-12-31,3413.0,57.794,197250.92,607502.91,-410251.99,USD
C-488162,TMQLIZL08,2024-12-31,4397.0,39.099,171918.3,543264.75,-371346.45,USD
C-488162,QPGB7R3OC,2024-12-31,6687.0,358.7077,2398678.39,2474376.66,-75698.27,USD
C-488162,XFGCAQVKI,2024-12-31,4197.0,429.0361,1800664.51,720634.76,1080029.75,USD
C-488162,4CIJ2V2HE,2024-12-31,3761.0,208.6157,784603.65,259099.43,525504.22,USD
C-488162,3U1GSPK9P,2024-12-31,4277.0,259.9977,1112010.16,1327494.41,-215484.25,USD
C-488162,DJE153A5Q,2024-12-31,3708.0,471.1659,1747083.16,596199.68,1150883.48,USD
C-488162,RZSJ49ITN,2024-12-31,11174.0,29.155,325777.97,3900239.08,-3574461.11,USD
C-488162,J2O7S3KKV,2024-12-31,2462.0,332.8829,819557.7,191910.15,627647.55,USD
C-488162,2QC1IYYO4,2024-12-31,3448.0,57.1213,196954.24,474249.68,-277295.44,USD
C-488162,2ATQYYV37,2024-12-31,933.0,61.2252,57123.11,293602.49,-236479.38,USD
C-488162,0FODRO8BN,2024-12-31,1609.0,274.8063,442163.34,323475.93,118687.41,USD
C-488162,HX8BM92H3,2024-12-31,4909.0,439.5284,2157644.92,1056155.72,1101489.2,USD
C-488162,PXNF7C3DD,2024-12-31,1809.0,303.409,548866.88,542514.0,6352.88,USD
C-488162,UVULEMX15,2024-12-31,2715.0,79.6971,216377.63,803911.41,-587533.78,USD
C-488162,3493WXA73,2024-12-31,899.0,400.0453,359640.72,95451.2,264189.52,USD
C-488162,V7LN23Y30,2024-12-31,4956.0,324.2796,1607129.7,1279049.18,328080.52,USD
C-488162,4D145BM1E,2024-12-31,5435.0,288.5026,1568011.63,1524905.07,43106.56,USD
C-488162,EK3ZEZQAC,2024-12-31,183.0,11.5725,2117.77,34724.18,-32606.41,USD
C-488162,4RTWUZKAM,2024-12-31,5068.0,453.3351,2297502.29,665332.59,1632169.7,USD
C-488162,MMX3Y9RGE,2024-12-31,1714.0,104.913,179820.88,701049.48,-521228.6,USD
C-488162,WWDXVUGW6,2024-12-31,4360.0,466.5678,2034235.61,387770.27,1646465.34,USD
C-488162,MBR5XQT4P,2024-12-31,6390.0,277.7329,1774713.23,1531143.46,243569.77,USD
C-488162,5WVJX8UIB,2024-12-31,831.0,285.2877,237074.08,222373.17,14700.91,USD
C-488162,WW4FYB8DA,2024-12-31,5393.0,266.7008,1438317.41,1249777.7,188539.71,USD
C-488162,RN8QTTY5Y,2024-12-31,6207.0,156.2003,969535.26,944347.53,25187.73,USD
C-488162,1AT7O75RH,2024-12-31,4074.0,148.5044,605006.93,1049283.14,-444276.21,USD
C-488162,0AXYCELOS,2024-12-31,4500.0,357.0571,1606756.95,1034705.57,572051.38,USD
C-488162,YUBMXNSZO,2024-12-31,6546.0,133.8173,875968.05,2481088.25,-1605120.2,USD
C-488162,50ATVZKHI,2024-12-31,5758.0,121.928,702061.42,792858.11,-90796.69,USD
C-488162,T7M1R00Q0,2024-12-31,2153.0,321.9604,693180.74,547918.15,145262.59,USD
C-488162,6YUJ7YKTX,2024-12-31,3119.0,429.3628,1339182.57,1410364.39,-71181.82,USD
C-488162,8V1ZOCFI4,2024-12-31,9393.0,86.4639,812155.41,2747685.96,-1935530.55,USD
C-488162,M349EL8HL,2024-12-31,4431.0,389.0237,1723764.01,1038080.67,685683.34,USD
C-488162,1A07H23C4,2024-12-31,4673.0,362.0178,1691709.18,922301.55,769407.63,USD
C-488162,WIXZ2C9RO,2024-12-31,5591.0,12.7379,71217.6,1106997.95,-1035780.35,USD
C-488162,B8Z3V6DIX,2024-12-31,12737.0,428.3974,5456497.68,4962290.54,494207.14,USD
C-488162,NQYYF9RK7,2024-12-31,1647.0,60.3741,99436.14,214479.97,-115043.83,USD
C-488162,FLQHRRPZL,2024-12-31,2595.0,396.7973,1029688.99,925631.57,104057.42,USD
C-802729,R64DPJA1W,2024-12-31,7773.0,92.9838,722763.08,710471.97,12291.11,USD
C-802729,PZUE8YFBN,2024-12-31,6742.0,136.3342,919165.18,1703095.33,-783930.15,USD
C-802729,CXLL4ZKLO,2024-12-31,1550.0,207.3347,321368.78,267703.21,53665.57,USD
C-802729,2VLPYS280,2024-12-31,3859.0,88.0456,339767.97,1012150.35,-672382.38,USD
C-802729,H2ZQU7EEQ,2024-12-31,513.0,390.4368,200294.08,46050.42,154243.66,USD
C-802729,JRNY20479,2024-12-31,2988.0,425.5658,1271590.61,1123384.53,148206.08,USD
C-802729,VXDP5GJLQ,2024-12-31,5240.0,470.5941,2465913.08,2176324.01,289589.07,USD
C-802729,TMQLIZL08,2024-12-31,5143.0,39.099,201086.16,1777655.14,-1576568.98,USD
C-802729,ZEBBK7W1D,2024-12-31,7201.0,365.8835,2634727.08,2461422.51,173304.57,USD
C-802729,3CFL0UKEY,2024-12-31,9111.0,156.7059,1427747.45,2173698.57,-745951.12,USD
C-802729,3U1GSPK9P,2024-12-31,4731.0,259.9977,1230049.12,1566642.74,-336593.62,USD
C-802729,J2O7S3KKV,2024-12-31,3913.0,332.8829,1302570.79,1437033.56,-134462.77,USD
C-802729,QRL1N759I,2024-12-31,5680.0,408.5192,2320389.06,2091258.6,229130.46,USD
C-802729,B0Z3NX39R,2024-12-31,2282.0,20.4554,46679.22,432402.72,-385723.5,USD
C-802729,0361I2HGJ,2024-12-31,4054.0,39.3381,159476.66,697901.54,-538424.88,USD
C-802729,4DYT9MOGE,2024-12-31,4857.0,311.0506,1510772.76,2171059.48,-660286.72,USD
C-802729,XB94PDZP6,2024-12-31,7426.0,262.2262,1947291.76,2392585.49,-445293.73,USD
C-802729,TNQFLL7V5,2024-12-31,4694.0,395.9965,1858807.57,861448.08,997359.49,USD
C-802729,7UWW5WFCP,2024-12-31,1984.0,315.5232,625998.03,57089.0,568909.03,USD
C-802729,349DXBZ9S,2024-12-31,10295.0,480.8025,4949861.74,1826208.61,3123653.13,USD
C-802729,2II826GYU,2024-12-31,7293.0,368.66,2688637.38,2234991.68,453645.7,USD
C-802729,ZSEDFQS3D,2024-12-31,6400.0,109.5016,700810.24,1878673.56,-1177863.32,USD
C-802729,7OONNCILD,2024-12-31,1417.0,472.0794,668936.51,567274.98,101661.53,USD
C-802729,T0SEKKBP2,2024-12-31,3146.0,24.9586,78519.76,506138.95,-427619.19,USD
C-802729,XD9CSS9TO,2024-12-31,5658.0,135.533,766845.71,1377625.94,-610780.23,USD
C-802729,J98CWN2Y8,2024-12-31,7239.0,326.0644,2360380.19,1910806.31,449573.88,USD
C-802729,EIXN8BFQN,2024-12-31,1928.0,309.1111,595966.2,719238.66,-123272.46,USD
C-802729,ENLK8AGS6,2024-12-31,5345.0,163.0859,871694.14,896803.79,-25109.65,USD
C-802729,389YZTKKF,2024-12-31,4197.0,394.7194,1656637.32,1455788.67,200848.65,USD
C-802729,WWDXVUGW6,2024-12-31,11340.0,466.5678,5290878.85,3782023.4,1508855.45,USD
C-802729,JIDKNWI5F,2024-12-31,13041.0,280.2796,3655126.26,1454066.85,2201059.41,USD
C-802729,L1RSRLA8S,2024-12-31,8087.0,199.5026,1613377.53,2170673.74,-557296.21,USD
C-802729,OHSWQ40ZS,2024-12-31,3204.0,311.5914,998338.85,874488.35,123850.5,USD
C-802729,R8KK791ZY,2024-12-31,1251.0,91.9381,115014.56,508259.27,-393244.71,USD
C-802729,2G05KBKV7,2024-12-31,3635.0,430.4931,1564842.42,1126247.85,438594.57,USD
C-802729,G02U1G463,2024-12-31,6114.0,92.7949,567348.02,1330501.73,-763153.71,USD
C-802729,119XP9N56,2024-12-31,8928.0,52.2355,466358.54,3067197.88,-2600839.34,USD
C-802729,85E4E9OE9,2024-12-31,6159.0,147.115,906081.28,1383363.14,-477281.86,USD
C-802729,QZPNIQFG5,2024-12-31,5091.0,83.3215,424189.76,1257437.63,-833247.87,USD
C-802729,YUBMXNSZO,2024-12-31,10463.0,133.8173,1400130.41,2350836.84,-950706.43,USD
C-802729,IHX74D0GJ,2024-12-31,4186.0,350.838,1468607.87,251529.21,1217078.66,USD
C-802729,O4IZASNWY,2024-12-31,5260.0,28.3408,149072.61,382135.79,-233063.18,USD
C-802729,RATATJ9A3,2024-12-31,2813.0,386.7892,1088038.02,620333.69,467704.33,USD
C-802729,WZC4XL996,2024-12-31,3395.0,142.7391,484599.24,344636.3,139962.94,USD
C-802729,7ZRWQEAO4,2024-12-31,2129.0,121.3169,258283.68,834272.49,-575988.81,USD
C-802729,0W82LK2N7,2024-12-31,7543.0,198.1038,1494296.96,2783121.11,-1288824.15,USD
C-802729,1A07H23C4,2024-12-31,3425.0,362.0178,1239910.97,1609419.97,-369509.0,USD
C-802729,B8Z3V6DIX,2024-12-31,5208.0,428.3974,2231093.66,1744765.91,486327.75,USD
C-802729,FLQHRRPZL,2024-12-31,4165.0,396.7973,1652660.75,666588.94,986071.81,USD
C-802729,5SXVWVM4W,2024-12-31,5140.0,474.0197,2436461.26,967813.36,1468647.9,USD
C-802729,VMZWFFHHC,2024-12-31,3481.0,384.7198,1339209.62,334853.05,1004356.57,USD
C-738720,CXULJYLJE,2024-12-31,7147.0,320.3522,2289557.17,1705617.65,583939.52,USD
C-738720,PZUE8YFBN,2024-12-31,4918.0,136.3342,670491.6,730308.31,-59816.71,USD
C-738720,07IF2GOG7,2024-12-31,7023.0,411.9929,2893426.14,1205035.29,1688390.85,USD
C-738720,XOKC1MSY4,2024-12-31,4318.0,61.8965,267269.09,645999.62,-378730.53,USD
C-738720,6GBPS3Y70,2024-12-31,2609.0,288.9028,753747.41,1173678.13,-419930.72,USD
C-738720,EP7Y6WKTA,2024-12-31,7867.0,137.8821,1084718.48,1170846.76,-86128.28,USD
C-738720,2VLPYS280,2024-12-31,5539.0,88.0456,487684.58,1677279.37,-1189594.79,USD
C-738720,H2ZQU7EEQ,2024-12-31,9768.0,390.4368,3813786.66,3552950.28,260836.38,USD
C-738720,8HAFEYUHZ,2024-12-31,8560.0,303.726,2599894.56,3274748.13,-674853.57,USD
C-738720,TXCXAPRPN,2024-12-31,5431.0,260.5051,1414803.2,331749.21,1083053.99,USD
C-738720,GSXW71Q3V,2024-12-31,8472.0,311.806,2641620.43,572128.21,2069492.22,USD
C-738720,KV5USGIOT,2024-12-31,3315.0,341.4494,1131904.76,1171514.81,-39610.05,USD
C-738720,TMQLIZL08,2024-12-31,3453.0,39.099,135008.85,712377.71,-577368.86,USD
C-738720,HR09SKDGI,2024-12-31,2968.0,367.3655,1090340.8,693169.24,397171.56,USD
C-738720,ZEBBK7W1D,2024-12-31,3771.0,365.8835,1379746.68,1257280.72,122465.96,USD
C-738720,6KVPUC8D1,2024-12-31,2736.0,349.2991,955682.34,1100872.94,-145190.6,USD
C-738720,3CFL0UKEY,2024-12-31,7395.0,156.7059,1158840.13,349606.13,809234.0,USD
C-738720,MLY4LYK83,2024-12-31,14841.0,474.1163,7036360.01,4706080.32,2330279.69,USD
C-738720,N1W1HT7PZ,2024-12-31,5417.0,292.9771,1587056.95,996504.67,590552.28,USD
C-738720,VIFTTD96Q,2024-12-31,2528.0,152.1179,384554.05,105147.26,279406.79,USD
C-738720,RZSJ49ITN,2024-12-31,9661.0,29.155,281666.46,1857802.2,-1576135.74,USD
C-738720,8LD4D6AF5,2024-12-31,4240.0,302.8683,1284161.59,1410661.46,-126499.87,USD
C-738720,BCW790PDW,2024-12-31,1262.0,278.1124,350977.85,415465.47,-64487.62,USD
C-738720,C5WI6FQJJ,2024-12-31,5363.0,73.0118,391562.28,1512892.88,-1121330.6,USD
C-738720,2QC1IYYO4,2024-12-31,906.0,57.1213,51751.9,160126.08,-108374.18,USD
C-738720,2ATQYYV37,2024-12-31,1903.0,61.2252,116511.56,79530.94,36980.62,USD
C-738720,QW7LVXWQZ,2024-12-31,6477.0,333.1926,2158088.47,1694582.66,463505.81,USD
C-738720,0FODRO8BN,2024-12-31,2386.0,274.8063,655687.83,660307.84,-4620.01,USD
C-738720,HX8BM92H3,2024-12-31,3216.0,439.5284,1413523.33,340059.19,1073464.14,USD
C-738720,4X1ZHQIMQ,2024-12-31,5533.0,22.5838,124956.17,1172039.48,-1047083.31,USD
C-738720,3493WXA73,2024-12-31,7110.0,400.0453,2844322.08,1410280.65,1434041.43,USD
C-738720,BCPPVOHSM,2024-12-31,6182.0,174.8093,1080671.09,2945069.49,-1864398.4,USD
C-738720,LA0GNZS43,2024-12-31,1648.0,275.2748,453652.87,527303.99,-73651.12,USD
C-738720,BA75UUZPE,2024-12-31,5938.0,254.79,1512943.02,999665.27,513277.75,USD
C-738720,2W37D4IVS,2024-12-31,4506.0,47.1681,212539.46,1737779.59,-1525240.13,USD
C-738720,J48VFCX7L,2024-12-31,6948.0,292.9708,2035561.12,2037383.48,-1822.36,USD
C-738720,ZSEDFQS3D,2024-12-31,8407.0,109.5016,920579.95,1670060.91,-749480.96,USD
C-738720,7OONNCILD,2024-12-31,605.0,472.0794,285608.04,119074.65,166533.39,USD
C-738720,NN0MCIXDU,2024-12-31,6005.0,477.4744,2867233.77,1518195.72,1349038.05,USD
C-738720,J98CWN2Y8,2024-12-31,4890.0,326.0644,1594454.92,1268397.23,326057.69,USD
C-738720,ENLK8AGS6,2024-12-31,5491.0,163.0859,895504.68,2020552.57,-1125047.89,USD
C-738720,5COZROOUE,2024-12-31,8662.0,385.1646,3336295.77,2584137.23,752158.54,USD
C-738720,QYM52XG8P,2024-12-31,5721.0,472.1203,2701000.24,1751591.1,949409.14,USD
C-738720,JIDKNWI5F,2024-12-31,6290.0,280.2796,1762958.68,1586350.91,176607.77,USD
C-738720,L1RSRLA8S,2024-12-31,3669.0,199.5026,731975.04,566193.75,165781.29,USD
C-738720,MBR5XQT4P,2024-12-31,4215.0,277.7329,1170644.17,1308596.81,-137952.64,USD
C-738720,5WVJX8UIB,2024-12-31,5422.0,285.2877,1546829.91,1616001.35,-69171.44,USD
C-738720,OHSWQ40ZS,2024-12-31,3992.0,311.5914,1243872.87,1317726.71,-73853.84,USD
C-738720,KZMPJRHT7,2024-12-31,4249.0,450.5958,1914581.55,1747577.57,167003.98,USD
C-738720,2G05KBKV7,2024-12-31,5382.0,430.4931,2316913.86,1503558.0,813355.86,USD
C-738720,0AXYCELOS,2024-12-31,423.0,357.0571,151035.15,166646.9,-15611.75,USD
C-738720,E6KWHEF0V,2024-12-31,7363.0,132.6526,976721.09,1118832.65,-142111.56,USD
C-738720,231YV2STN,2024-12-31,6921.0,173.3514,1199765.04,2162440.58,-962675.54,USD
C-738720,36HTF4PYZ,2024-12-31,7690.0,215.6808,1658585.35,966182.4,692402.95,USD
C-738720,119XP9N56,2024-12-31,7480.0,52.2355,390721.54,2359901.31,-1969179.77,USD
C-738720,QZPNIQFG5,2024-12-31,9113.0,83.3215,759308.83,2653390.77,-1894081.94,USD
C-738720,BPT11F9I6,2024-12-31,7932.0,234.5109,1860140.46,2418155.09,-558014.63,USD
C-738720,50ATVZKHI,2024-12-31,2183.0,121.928,266168.82,1047255.49,-781086.67,USD
C-738720,T7M1R00Q0,2024-12-31,8963.0,321.9604,2885731.07,1144541.52,1741189.55,USD
C-738720,RATATJ9A3,2024-12-31,6713.0,386.7892,2596515.9,2339990.09,256525.81,USD
C-738720,8O1BJ9RM7,2024-12-31,8818.0,37.3283,329160.95,1751658.0,-1422497.05,USD
C-738720,7ZRWQEAO4,2024-12-31,3261.0,121.3169,395614.41,1079600.23,-683985.82,USD
C-738720,0W82LK2N7,2024-12-31,621.0,198.1038,123022.46,201663.6,-78641.14,USD
C-738720,B8Z3V6DIX,2024-12-31,4771.0,428.3974,2043884.0,1121024.38,922859.62,USD
C-738720,IOGXPBWHV,2024-12-31,9666.0,36.8577,356266.53,2232431.17,-1876164.64,USD
C-738720,HKZ2U2TNH,2024-12-31,8960.0,496.627,4449777.92,1533598.81,2916179.11,USD
C-738720,CB1KJTGQ0,2024-12-31,6657.0,109.0474,725928.54,2164088.93,-1438160.39,USD
C-271339,FZNBQH7M3,2024-12-31,3268.0,292.741,956677.59,989153.42,-32475.83,USD
C-271339,CXLL4ZKLO,2024-12-31,5558.0,207.3347,1152366.26,1313413.63,-161047.37,USD
C-271339,EP7Y6WKTA,2024-12-31,1578.0,137.8821,217577.95,577602.14,-360024.19,USD
C-271339,RIPZIM6CF,2024-12-31,3029.0,361.0511,1093623.78,1400147.44,-306523.66,USD
C-271339,TXCXAPRPN,2024-12-31,7589.0,260.5051,1976973.2,1339297.05,637676.15,USD
C-271339,KV5USGIOT,2024-12-31,7644.0,341.4494,2610039.21,2340048.03,269991.18,USD
C-271339,ZQAKOIXNT,2024-12-31,6322.0,250.6117,1584367.17,1366271.81,218095.36,USD
C-271339,FUK9E1V2I,2024-12-31,535.0,58.6712,31389.09,183223.54,-151834.45,USD
C-271339,SRCBPLJD8,2024-12-31,1099.0,407.745,448111.76,362540.76,85571.0,USD
C-271339,3U1GSPK9P,2024-12-31,2121.0,259.9977,551455.12,525572.35,25882.77,USD
C-271339,MLY4LYK83,2024-12-31,4978.0,474.1163,2360150.94,1029482.45,1330668.49,USD
C-271339,8LD4D6AF5,2024-12-31,8461.0,302.8683,2562568.69,2469931.41,92637.28,USD
C-271339,DNMKZA3OA,2024-12-31,8753.0,241.4811,2113684.07,1597895.2,515788.87,USD
C-271339,0361I2HGJ,2024-12-31,1166.0,39.3381,45868.22,379097.71,-333229.49,USD
C-271339,QW7LVXWQZ,2024-12-31,5734.0,333.1926,1910526.37,1818111.27,92415.1,USD
C-271339,F8KRD5EQY,2024-12-31,8629.0,134.4137,1159855.82,2023081.22,-863225.4,USD
C-271339,4DYT9MOGE,2024-12-31,2989.0,311.0506,929730.24,1461753.16,-532022.92,USD
C-271339,HX8BM92H3,2024-12-31,9854.0,439.5284,4331112.85,1704875.93,2626236.92,USD
C-271339,J17MGFXC0,2024-12-31,1727.0,247.1333,426799.21,650210.49,-223411.28,USD
C-271339,LA0GNZS43,2024-12-31,5160.0,275.2748,1420417.97,1449790.57,-29372.6,USD
C-271339,DJGF1C8WQ,2024-12-31,3548.0,350.2632,1242733.83,165576.02,1077157.81,USD
C-271339,7UWW5WFCP,2024-12-31,2581.0,315.5232,814365.38,497123.83,317241.55,USD
C-271339,CSLQC3C54,2024-12-31,1684.0,114.011,191994.52,473946.48,-281951.96,USD
C-271339,NKOMV2XCD,2024-12-31,7446.0,495.0393,3686062.63,807992.65,2878069.98,USD
C-271339,V7LN23Y30,2024-12-31,3102.0,324.2796,1005915.32,681978.21,323937.11,USD
C-271339,2II826GYU,2024-12-31,1977.0,368.66,728840.82,212116.88,516723.94,USD
C-271339,KBHB7S9TJ,2024-12-31,3667.0,329.9443,1209905.75,1141318.91,68586.84,USD
C-271339,M25LEN606,2024-12-31,4144.0,451.4412,1870772.33,1216814.0,653958.33,USD
C-271339,RR7S20CV3,2024-12-31,4662.0,349.826,1630888.81,1533845.7,97043.11,USD
C-271339,5COZROOUE,2024-12-31,4205.0,385.1646,1619617.14,228101.07,1391516.07,USD
C-271339,3BBXUX1OX,2024-12-31,8378.0,26.4434,221542.81,3581823.17,-3360280.36,USD
C-271339,1NOUHTCS1,2024-12-31,4373.0,95.2931,416716.73,1768140.16,-1351423.43,USD
C-271339,M3TZK3NY9,2024-12-31,2926.0,119.3674,349269.01,796429.33,-447160.32,USD
C-271339,RN8QTTY5Y,2024-12-31,4657.0,156.2003,727424.8,1337671.29,-610246.49,USD
C-271339,R8KK791ZY,2024-12-31,7135.0,91.9381,655978.34,1460731.61,-804753.27,USD
C-271339,X6DUT076G,2024-12-31,8119.0,239.6686,1945869.36,506253.84,1439615.52,USD
C-271339,2G05KBKV7,2024-12-31,6114.0,430.4931,2632034.81,915977.25,1716057.56,USD
C-271339,QCEOUUYLA,2024-12-31,6539.0,233.6344,1527735.34,1158206.24,369529.1,USD
C-271339,9RIVH6T1N,2024-12-31,3399.0,65.9321,224103.21,714382.93,-490279.72,USD
C-271339,JSRD9Q46N,2024-12-31,3793.0,144.1999,546950.22,1758249.6,-1211299.38,USD
C-271339,MD7Q1DDPU,2024-12-31,6109.0,453.5391,2770670.36,1343507.83,1427162.53,USD
C-271339,AMDVLNKND,2024-12-31,6464.0,406.9052,2630235.21,825774.79,1804460.42,USD
C-271339,9YO18PAJS,2024-12-31,2756.0,337.3178,929647.86,1026413.81,-96765.95,USD
C-271339,NQYYF9RK7,2024-12-31,3693.0,60.3741,222961.55,355115.98,-132154.43,USD
C-271339,FLQHRRPZL,2024-12-31,3705.0,396.7973,1470134.0,192656.24,1277477.76,USD
C-271339,VMZWFFHHC,2024-12-31,6799.0,384.7198,2615709.92,2350312.64,265397.28,USD
C-383060,XOKC1MSY4,2024-12-31,7502.0,61.8965,464347.54,993967.08,-529619.54,USD
C-383060,CXLL4ZKLO,2024-12-31,4227.0,207.3347,876403.78,746381.05,130022.73,USD
C-383060,EP7Y6WKTA,2024-12-31,6330.0,137.8821,872793.69,1316250.18,-443456.49,USD
C-383060,SWM31YIHA,2024-12-31,2754.0,350.3249,964794.77,232689.54,732105.23,USD
C-383060,H2ZQU7EEQ,2024-12-31,3314.0,390.4368,1293907.56,1133002.8,160904.76,USD
C-383060,ZEBBK7W1D,2024-12-31,6430.0,365.8835,2352630.91,1277958.54,1074672.37,USD
C-383060,6KVPUC8D1,2024-12-31,3708.0,349.2991,1295201.06,245180.01,1050021.05,USD
C-383060,DJE153A5Q,2024-12-31,2561.0,471.1659,1206655.87,131818.0,1074837.87,USD
C-383060,N1W1HT7PZ,2024-12-31,8969.0,292.9771,2627711.61,3420319.69,-792608.08,USD
C-383060,J2O7S3KKV,2024-12-31,7442.0,332.8829,2477314.54,1120852.6,1356461.94,USD
C-383060,BCW790PDW,2024-12-31,5754.0,278.1124,1600258.75,1560344.68,39914.07,USD
C-383060,C5WI6FQJJ,2024-12-31,9981.0,73.0118,728730.78,3077315.92,-2348585.14,USD
C-383060,DNMKZA3OA,2024-12-31,2566.0,241.4811,619640.5,671589.71,-51949.21,USD
C-383060,ET8T63J3R,2024-12-31,493.0,38.8317,19144.03,199178.11,-180034.08,USD
C-383060,QW7LVXWQZ,2024-12-31,4038.0,333.1926,1345431.72,1593674.75,-248243.03,USD
C-383060,F8KRD5EQY,2024-12-31,6718.0,134.4137,902991.24,1578046.19,-675054.95,USD
C-383060,H5LF6A4FE,2024-12-31,3320.0,198.6474,659509.37,1177957.72,-518448.35,USD
C-383060,XAA2ILGB0,2024-12-31,4391.0,270.9384,1189690.51,1715514.97,-525824.46,USD
C-383060,PXNF7C3DD,2024-12-31,7133.0,303.409,2164216.4,2479060.77,-314844.37,USD
C-383060,UVULEMX15,2024-12-31,3592.0,79.6971,286271.98,1402398.88,-1116126.9,USD
C-383060,VMUHXID4N,2024-12-31,9575.0,403.0874,3859561.86,2928229.6,931332.26,USD
C-383060,BCPPVOHSM,2024-12-31,6717.0,174.8093,1174194.07,2918175.06,-1743980.99,USD
C-383060,BA75UUZPE,2024-12-31,6594.0,254.79,1680085.26,2624453.78,-944368.52,USD
C-383060,2W37D4IVS,2024-12-31,8902.0,47.1681,419890.43,1878312.23,-1458421.8,USD
C-383060,MLGSES6M0,2024-12-31,2325.0,349.3826,812314.54,973409.43,-161094.89,USD
C-383060,U80B6UGVS,2024-12-31,5355.0,382.7205,2049468.28,676280.25,1373188.03,USD
C-383060,NKOMV2XCD,2024-12-31,6419.0,495.0393,3177657.27,1461300.65,1716356.62,USD
C-383060,GYW6ZBNZ8,2024-12-31,4381.0,452.0141,1980273.77,1525165.59,455108.18,USD
C-383060,ZSEDFQS3D,2024-12-31,3684.0,109.5016,403403.89,996272.89,-592869.0,USD
C-383060,T0SEKKBP2,2024-12-31,3912.0,24.9586,97638.04,1330142.69,-1232504.65,USD
C-383060,MMX3Y9RGE,2024-12-31,8795.0,104.913,922709.84,1793921.02,-871211.18,USD
C-383060,M25LEN606,2024-12-31,7781.0,451.4412,3512663.98,2010586.13,1502077.85,USD
C-383060,DLKQZFPQ0,2024-12-31,9542.0,367.1274,3503129.65,623938.01,2879191.64,USD
