fund_code,isin_identifier,nav_date,shares_held,nav_per_share,total_nav_value,book_cost,currency_code
FND-0026,US5COZROOUE3,2024-12-31,8662.0,383.3265,3320374.14,2584137.23,USD
FND-0026,USQYM52XG8P9,2024-12-31,5721.0,472.8871,2705387.1,1751591.1,USD
FND-0026,USJIDKNWI5F1,2024-12-31,6290.0,280.2654,1762869.37,1586350.91,USD
FND-0026,USL1RSRLA8S9,2024-12-31,3669.0,199.1448,730662.27,566193.75,USD
FND-0026,USMBR5XQT4P0,2024-12-31,4215.0,277.1561,1168212.96,1308596.81,USD
FND-0026,US5WVJX8UIB5,2024-12-31,5422.0,285.725,1549200.95,1616001.35,USD
FND-0026,USOHSWQ40ZS2,2024-12-31,3992.0,311.232,1242438.14,1317726.71,USD
FND-0026,USKZMPJRHT79,2024-12-31,4249.0,450.4651,1914026.21,1747577.57,USD
FND-0026,US2G05KBKV70,2024-12-31,5382.0,431.9491,2324750.06,1503558.0,USD
FND-0026,US0AXYCELOS4,2024-12-31,423.0,355.3194,150300.11,166646.9,USD
FND-0026,USE6KWHEF0V7,2024-12-31,7363.0,132.6472,976681.33,1118832.65,USD
FND-0026,US231YV2STN1,2024-12-31,6921.0,173.0955,1197993.96,2162440.58,USD
FND-0026,US36HTF4PYZ6,2024-12-31,7690.0,215.8391,1659802.68,966182.4,USD
FND-0026,US119XP9N560,2024-12-31,7480.0,52.3826,391821.85,2359901.31,USD
FND-0026,USQZPNIQFG57,2024-12-31,9113.0,83.7311,763041.51,2653390.77,USD
FND-0026,USBPT11F9I63,2024-12-31,7932.0,234.0667,1856617.06,2418155.09,USD
FND-0026,US50ATVZKHI3,2024-12-31,2183.0,121.6429,265546.45,1047255.49,USD
FND-0026,UST7M1R00Q00,2024-12-31,8963.0,321.499,2881595.54,1144541.52,USD
FND-0026,USRATATJ9A34,2024-12-31,6713.0,384.9225,2583984.74,2339990.09,USD
FND-0026,US8O1BJ9RM76,2024-12-31,8818.0,37.2818,328750.91,1751658.0,USD
FND-0026,US7ZRWQEAO47,2024-12-31,3261.0,121.2667,395450.71,1079600.23,USD
FND-0026,US0W82LK2N73,2024-12-31,621.0,198.963,123556.02,201663.6,USD
FND-0026,USB8Z3V6DIX6,2024-12-31,4771.0,427.3588,2038928.83,1121024.38,USD
FND-0026,USIOGXPBWHV5,2024-12-31,9666.0,36.8396,356091.57,2232431.17,USD
FND-0026,USHKZ2U2TNH3,2024-12-31,8960.0,495.5281,4439931.78,1533598.81,USD
FND-0026,USCB1KJTGQ02,2024-12-31,6657.0,109.2211,727084.86,2164088.93,USD
FND-0027,USFZNBQH7M37,2024-12-31,3268.0,291.2803,951904.02,989153.42,USD
FND-0027,USCXLL4ZKLO9,2024-12-31,5558.0,206.7999,1149393.84,1313413.63,USD
FND-0027,USEP7Y6WKTA5,2024-12-31,1578.0,137.3268,216701.69,577602.14,USD
FND-0027,USRIPZIM6CF6,2024-12-31,3029.0,362.4632,1097901.03,1400147.44,USD
FND-0027,USTXCXAPRPN5,2024-12-31,7589.0,260.6891,1978369.58,1339297.05,USD
FND-0027,USKV5USGIOT9,2024-12-31,7644.0,341.8969,2613459.9,2340048.03,USD
FND-0027,USZQAKOIXNT6,2024-12-31,6322.0,250.2049,1581795.38,1366271.81,USD
FND-0027,USFUK9E1V2I8,2024-12-31,535.0,58.515,31305.53,183223.54,USD
FND-0027,USSRCBPLJD82,2024-12-31,1099.0,408.6357,449090.63,362540.76,USD
FND-0027,US3U1GSPK9P5,2024-12-31,2121.0,259.7979,551031.35,525572.35,USD
FND-0027,USMLY4LYK835,2024-12-31,4978.0,476.4671,2371853.22,1029482.45,USD
FND-0027,US8LD4D6AF53,2024-12-31,8461.0,302.1724,2556680.68,2469931.41,USD
FND-0027,USDNMKZA3OA8,2024-12-31,8753.0,242.2156,2120113.15,1597895.2,USD
FND-0027,US0361I2HGJ0,2024-12-31,1166.0,39.3739,45909.97,379097.71,USD
FND-0027,USQW7LVXWQZ1,2024-12-31,5734.0,333.4771,1912157.69,1818111.27,USD
FND-0027,USF8KRD5EQY0,2024-12-31,8629.0,133.9594,1155935.66,2023081.22,USD
FND-0027,US4DYT9MOGE3,2024-12-31,2989.0,310.6589,928559.45,1461753.16,USD
FND-0027,USHX8BM92H30,2024-12-31,9854.0,441.6976,4352488.15,1704875.93,USD
FND-0027,USJ17MGFXC03,2024-12-31,1727.0,247.2877,427065.86,650210.49,USD
FND-0027,USLA0GNZS438,2024-12-31,5160.0,275.1429,1419737.36,1449790.57,USD
FND-0027,USDJGF1C8WQ0,2024-12-31,3548.0,349.1997,1238960.54,165576.02,USD
FND-0027,US7UWW5WFCP8,2024-12-31,2581.0,315.2939,813773.56,497123.83,USD
FND-0027,USCSLQC3C541,2024-12-31,1684.0,113.7057,191480.4,473946.48,USD
FND-0027,USNKOMV2XCD8,2024-12-31,7446.0,496.285,3695338.11,807992.65,USD
FND-0027,USV7LN23Y302,2024-12-31,3102.0,325.471,1009611.04,681978.21,USD
FND-0027,US2II826GYU2,2024-12-31,1977.0,370.3746,732230.58,212116.88,USD
FND-0027,USKBHB7S9TJ9,2024-12-31,3667.0,330.5187,1212012.07,1141318.91,USD
FND-0027,USM25LEN6067,2024-12-31,4144.0,453.3116,1878523.27,1216814.0,USD
FND-0027,USRR7S20CV35,2024-12-31,4662.0,348.3388,1623955.49,1533845.7,USD
FND-0027,US5COZROOUE3,2024-12-31,4205.0,386.3549,1624622.35,228101.07,USD
FND-0027,US3BBXUX1OX7,2024-12-31,8378.0,26.3233,220536.61,3581823.17,USD
FND-0027,US1NOUHTCS13,2024-12-31,4373.0,95.4901,417578.21,1768140.16,USD
FND-0027,USM3TZK3NY96,2024-12-31,2926.0,119.569,349858.89,796429.33,USD
FND-0027,USRN8QTTY5Y3,2024-12-31,4657.0,156.674,729630.82,1337671.29,USD
FND-0027,USR8KK791ZY9,2024-12-31,7135.0,91.5412,653146.46,1460731.61,USD
FND-0027,USX6DUT076G8,2024-12-31,8119.0,239.6765,1945933.5,506253.84,USD
FND-0027,US2G05KBKV70,2024-12-31,6114.0,429.5565,2626308.44,915977.25,USD
FND-0027,USQCEOUUYLA9,2024-12-31,6539.0,234.5065,1533438.0,1158206.24,USD
FND-0027,US9RIVH6T1N9,2024-12-31,3399.0,66.0144,224382.95,714382.93,USD
FND-0027,USJSRD9Q46N3,2024-12-31,3793.0,144.0074,546220.07,1758249.6,USD
FND-0027,USMD7Q1DDPU8,2024-12-31,6109.0,453.8218,2772397.38,1343507.83,USD
FND-0027,USAMDVLNKND4,2024-12-31,6464.0,406.9667,2630632.75,825774.79,USD
FND-0027,US9YO18PAJS6,2024-12-31,2756.0,335.9796,925959.78,1026413.81,USD
FND-0027,USNQYYF9RK73,2024-12-31,3693.0,60.0828,221885.78,355115.98,USD
FND-0027,USFLQHRRPZL2,2024-12-31,3705.0,396.8874,1470467.82,192656.24,USD
FND-0027,USVMZWFFHHC4,2024-12-31,6799.0,384.6842,2615467.88,2350312.64,USD
FND-0028,USXOKC1MSY46,2024-12-31,7502.0,61.6347,462383.52,993967.08,USD
FND-0028,USCXLL4ZKLO9,2024-12-31,4227.0,207.737,878104.3,746381.05,USD
FND-0028,USEP7Y6WKTA5,2024-12-31,6330.0,137.2199,868601.97,1316250.18,USD
FND-0028,USSWM31YIHA3,2024-12-31,2754.0,350.2534,964597.86,232689.54,USD
FND-0028,USH2ZQU7EEQ9,2024-12-31,3314.0,392.0336,1299199.35,1133002.8,USD
FND-0028,USZEBBK7W1D2,2024-12-31,6430.0,366.5472,2356898.5,1277958.54,USD
FND-0028,US6KVPUC8D14,2024-12-31,3708.0,348.1089,1290787.8,245180.01,USD
FND-0028,USDJE153A5Q4,2024-12-31,2561.0,471.4024,1207261.55,131818.0,USD
FND-0028,USN1W1HT7PZ8,2024-12-31,8969.0,293.6848,2634058.97,3420319.69,USD
FND-0028,USJ2O7S3KKV2,2024-12-31,7442.0,331.7294,2468730.19,1120852.6,USD
FND-0028,USBCW790PDW9,2024-12-31,5754.0,276.8947,1593252.1,1560344.68,USD
FND-0028,USC5WI6FQJJ0,2024-12-31,9981.0,73.0063,728675.88,3077315.92,USD
FND-0028,USDNMKZA3OA8,2024-12-31,2566.0,242.1208,621281.97,671589.71,USD
FND-0028,USET8T63J3R6,2024-12-31,493.0,38.7992,19128.01,199178.11,USD
FND-0028,USQW7LVXWQZ1,2024-12-31,4038.0,334.4609,1350553.11,1593674.75,USD
FND-0028,USF8KRD5EQY0,2024-12-31,6718.0,135.0512,907273.96,1578046.19,USD
FND-0028,USH5LF6A4FE5,2024-12-31,3320.0,198.8575,660206.9,1177957.72,USD
FND-0028,USXAA2ILGB09,2024-12-31,4391.0,270.8909,1189481.94,1715514.97,USD
FND-0028,USPXNF7C3DD2,2024-12-31,7133.0,304.9044,2174883.09,2479060.77,USD
FND-0028,USUVULEMX155,2024-12-31,3592.0,80.094,287697.65,1402398.88,USD
FND-0028,USVMUHXID4N9,2024-12-31,9575.0,404.7692,3875665.09,2928229.6,USD
FND-0028,USBCPPVOHSM3,2024-12-31,6717.0,175.6228,1179658.35,2918175.06,USD
FND-0028,USBA75UUZPE5,2024-12-31,6594.0,255.6366,1685667.74,2624453.78,USD
FND-0028,US2W37D4IVS6,2024-12-31,8902.0,47.3372,421395.75,1878312.23,USD
FND-0028,USMLGSES6M05,2024-12-31,2325.0,349.9176,813558.42,973409.43,USD
FND-0028,USU80B6UGVS8,2024-12-31,5355.0,381.8574,2044846.38,676280.25,USD
FND-0028,USNKOMV2XCD8,2024-12-31,6419.0,497.1384,3191131.39,1461300.65,USD
FND-0028,USGYW6ZBNZ88,2024-12-31,4381.0,453.0,1984593.0,1525165.59,USD
FND-0028,USZSEDFQS3D3,2024-12-31,3684.0,109.07,401813.88,996272.89,USD
FND-0028,UST0SEKKBP27,2024-12-31,3912.0,25.0209,97881.76,1330142.69,USD
FND-0028,USMMX3Y9RGE8,2024-12-31,8795.0,105.1861,925111.75,1793921.02,USD
FND-0028,USM25LEN6067,2024-12-31,7781.0,451.3813,3512197.9,2010586.13,USD
FND-0028,USDLKQZFPQ09,2024-12-31,9542.0,366.7858,3499870.1,623938.01,USD
FND-0028,USJ98CWN2Y85,2024-12-31,2797.0,326.9473,914471.6,1061349.55,USD
FND-0028,USEIXN8BFQN9,2024-12-31,5621.0,310.0601,1742847.82,1057769.59,USD
FND-0028,USENLK8AGS64,2024-12-31,3569.0,163.3535,583008.64,1124583.03,USD
FND-0028,USQYM52XG8P9,2024-12-31,3404.0,473.7592,1612676.32,209115.84,USD
FND-0028,US1NOUHTCS13,2024-12-31,7124.0,95.12,677634.88,2408565.87,USD
FND-0028,USOHSWQ40ZS2,2024-12-31,7850.0,311.3912,2444420.92,2050337.93,USD
FND-0028,USRN8QTTY5Y3,2024-12-31,6999.0,156.9365,1098398.56,1434688.48,USD
FND-0028,USKZMPJRHT79,2024-12-31,3408.0,450.3374,1534749.86,673934.39,USD
FND-0028,USD0IB6IIDL6,2024-12-31,3154.0,224.2408,707255.48,458258.54,USD
FND-0028,US1AT7O75RH5,2024-12-31,1804.0,148.4737,267846.55,696805.28,USD
FND-0028,US9TR74QGEF5,2024-12-31,4714.0,249.4133,1175734.3,1085940.69,USD
FND-0028,US0AXYCELOS4,2024-12-31,4744.0,358.0914,1698785.6,1398978.22,USD
FND-0028,US231YV2STN1,2024-12-31,3976.0,173.0692,688123.14,1420072.34,USD
FND-0028,USQCEOUUYLA9,2024-12-31,8559.0,232.6125,1990930.39,2017378.61,USD
FND-0028,USBPT11F9I63,2024-12-31,4066.0,234.2694,952539.38,182356.48,USD
FND-0028,USJSRD9Q46N3,2024-12-31,8080.0,144.8736,1170578.69,1500439.65,USD
FND-0028,US50ATVZKHI3,2024-12-31,9708.0,122.2242,1186552.53,3100363.42,USD
FND-0028,USO4IZASNWY6,2024-12-31,7658.0,28.2087,216022.22,1906815.52,USD
FND-0028,USRATATJ9A34,2024-12-31,3016.0,387.9219,1169972.45,628052.25,USD
FND-0028,USDDFGS3JON2,2024-12-31,5350.0,456.9033,2444432.65,2203999.92,USD
FND-0028,USIZK3C9XBO3,2024-12-31,3422.0,264.2008,904095.14,1379390.02,USD
FND-0028,US8O1BJ9RM76,2024-12-31,8378.0,37.3871,313229.12,2410011.8,USD
FND-0028,USVN1KICJN27,2024-12-31,4285.0,287.2783,1230987.52,902602.93,USD
FND-0028,US9YO18PAJS6,2024-12-31,3116.0,337.6776,1052203.4,1008822.33,USD
FND-0028,USNQYYF9RK73,2024-12-31,6834.0,60.1901,411339.14,2294248.11,USD
FND-0028,USGWYX9TRFL4,2024-12-31,1292.0,74.7628,96593.54,31387.98,USD
FND-0028,US8RHNUXORZ2,2024-12-31,2159.0,309.1025,667352.3,991870.94,USD
FND-0028,USE13N3BZT96,2024-12-31,3976.0,298.1236,1185339.43,833191.31,USD
FND-0028,US1K9QM3P914,2024-12-31,10518.0,80.9231,851149.17,434114.53,USD
FND-0029,US7EEDTJVZH7,2024-12-31,10254.0,446.7696,4581175.48,1193308.94,USD
FND-0029,USFZNBQH7M37,2024-12-31,4739.0,292.7565,1387373.05,185068.01,USD
FND-0029,USXOKC1MSY46,2024-12-31,3454.0,61.7919,213429.22,1402844.45,USD
FND-0029,US6GBPS3Y708,2024-12-31,1027.0,289.1527,296959.82,221520.72,USD
FND-0029,USCXLL4ZKLO9,2024-12-31,9275.0,207.8017,1927360.77,2482288.72,USD
FND-0029,USJRNY204793,2024-12-31,4358.0,426.3559,1858059.01,934771.97,USD
FND-0029,USVXDP5GJLQ7,2024-12-31,3822.0,469.4075,1794075.47,755861.34,USD
FND-0029,US8HAFEYUHZ8,2024-12-31,5120.0,302.6272,1549451.26,695238.71,USD
FND-0029,USKQ1UYMRLR6,2024-12-31,3513.0,246.8738,867267.66,1572794.06,USD
FND-0029,USKV5USGIOT9,2024-12-31,4369.0,342.4611,1496212.55,1284161.51,USD
FND-0029,USTMQLIZL088,2024-12-31,2642.0,39.1052,103315.94,647124.5,USD
FND-0029,USXFGCAQVKI9,2024-12-31,4658.0,430.417,2004882.39,658991.2,USD
FND-0029,US4CIJ2V2HE7,2024-12-31,4614.0,208.7844,963331.22,993879.16,USD
FND-0029,USN1W1HT7PZ8,2024-12-31,4166.0,294.4053,1226492.48,348410.35,USD
FND-0029,USVIFTTD96Q4,2024-12-31,5807.0,152.5398,885798.62,1666783.77,USD
FND-0029,USB0Z3NX39R2,2024-12-31,2402.0,20.4815,49196.56,811428.99,USD
FND-0029,USC5WI6FQJJ0,2024-12-31,3252.0,73.1046,237736.16,818097.84,USD
FND-0029,USYFPMVXPJ46,2024-12-31,4146.0,395.6764,1640474.35,1908046.46,USD
FND-0029,USDNMKZA3OA8,2024-12-31,1203.0,241.7138,290781.7,597316.45,USD
FND-0029,USCSLQC3C541,2024-12-31,4620.0,114.2284,527735.21,675969.75,USD
FND-0029,USU80B6UGVS8,2024-12-31,8614.0,382.4125,3294101.28,3782814.67,USD
FND-0029,USGYW6ZBNZ88,2024-12-31,859.0,451.2192,387597.29,50579.55,USD
FND-0029,US2SPFHV5BR9,2024-12-31,2491.0,393.2541,979595.96,552596.46,USD
FND-0029,US7OONNCILD3,2024-12-31,7758.0,473.1181,3670450.22,1836164.6,USD
FND-0029,USKBHB7S9TJ9,2024-12-31,7902.0,329.1978,2601321.02,1999476.92,USD
FND-0029,USM25LEN6067,2024-12-31,5103.0,452.6806,2310029.1,2078736.62,USD
FND-0029,USSEHE2ATN27,2024-12-31,3056.0,414.5568,1266885.58,658551.55,USD
FND-0029,USFFLZM764J2,2024-12-31,6134.0,408.8865,2508109.79,1796432.09,USD
FND-0029,USJIDKNWI5F1,2024-12-31,9590.0,280.2721,2687809.44,2694156.49,USD
FND-0029,USMBR5XQT4P0,2024-12-31,11568.0,279.1085,3228727.13,3045655.43,USD
FND-0029,USVEDN9UNFV7,2024-12-31,10078.0,453.7177,4572566.98,2612884.07,USD
FND-0029,USBZ2SF6F7L8,2024-12-31,246.0,102.8744,25307.1,85708.07,USD
FND-0029,USX6DUT076G8,2024-12-31,5229.0,239.4598,1252135.29,1136860.3,USD
FND-0029,US2G05KBKV70,2024-12-31,2342.0,431.7705,1011206.51,330132.65,USD
FND-0029,US9TR74QGEF5,2024-12-31,737.0,248.7666,183340.98,90329.45,USD
FND-0029,USP15AHDBVZ6,2024-12-31,7420.0,367.8184,2729212.53,3014956.83,USD
FND-0029,USIZK3C9XBO3,2024-12-31,9483.0,263.9997,2503509.16,2804807.19,USD
FND-0029,USWIXZ2C9RO0,2024-12-31,3895.0,12.719,49540.5,559672.37,USD
FND-0029,USNQYYF9RK73,2024-12-31,5358.0,60.3972,323608.2,1836098.94,USD
FND-0029,USHKZ2U2TNH3,2024-12-31,6356.0,495.5893,3149965.59,1820549.37,USD
FND-0029,US5SXVWVM4W6,2024-12-31,5069.0,475.4587,2410100.15,1400732.35,USD
FND-0029,US1K9QM3P914,2024-12-31,3224.0,81.2238,261865.53,1065116.43,USD
FND-0029,USVMZWFFHHC4,2024-12-31,9391.0,385.8471,3623490.12,2433184.12,USD
FND-0030,USR64DPJA1W5,2024-12-31,1119.0,92.6777,103706.35,218997.01,USD
FND-0030,US07IF2GOG73,2024-12-31,6490.0,413.5584,2683994.02,1416886.23,USD
FND-0030,US5JU9BVM2P2,2024-12-31,4321.0,442.126,1910426.45,900296.2,USD
FND-0030,US6GBPS3Y708,2024-12-31,4766.0,289.1922,1378290.03,527339.76,USD
FND-0030,USCXLL4ZKLO9,2024-12-31,7624.0,207.166,1579433.58,1940209.96,USD
FND-0030,USEP7Y6WKTA5,2024-12-31,4616.0,138.2314,638076.14,893287.79,USD
FND-0030,US2VLPYS2809,2024-12-31,795.0,87.97,69936.15,177851.36,USD
FND-0030,US4COWGZRIX9,2024-12-31,5799.0,58.0043,336366.94,1297188.72,USD
FND-0030,USH2ZQU7EEQ9,2024-12-31,6836.0,392.1632,2680827.64,2239836.76,USD
FND-0030,USVXDP5GJLQ7,2024-12-31,9569.0,469.6602,4494178.45,3996999.14,USD
FND-0030,USV0E38DALY2,2024-12-31,6012.0,439.2479,2640758.37,1139877.47,USD
FND-0030,USHV3IZKY220,2024-12-31,4941.0,208.6955,1031164.47,1313363.29,USD
FND-0030,USZQAKOIXNT6,2024-12-31,6199.0,250.5141,1552936.91,2016555.85,USD
FND-0030,USTMQLIZL088,2024-12-31,601.0,39.2081,23564.07,240067.83,USD
FND-0030,USFUK9E1V2I8,2024-12-31,7222.0,58.4449,422089.07,2080444.91,USD
FND-0030,USXFGCAQVKI9,2024-12-31,2909.0,429.1226,1248317.64,976939.94,USD
FND-0030,US3CFL0UKEY7,2024-12-31,651.0,156.5268,101898.95,30467.32,USD
FND-0030,US3U1GSPK9P5,2024-12-31,3352.0,260.1524,872030.84,1288660.71,USD
FND-0030,USN1W1HT7PZ8,2024-12-31,2242.0,293.3763,657749.66,640300.85,USD
FND-0030,USY6B2KNFTU8,2024-12-31,5113.0,279.5,1429083.5,1325724.65,USD
FND-0030,USDNMKZA3OA8,2024-12-31,8271.0,242.3693,2004636.48,2488734.66,USD
FND-0030,USDWB2BNE6L1,2024-12-31,10988.0,159.1164,1748371.0,2620225.04,USD
FND-0030,USF8KRD5EQY0,2024-12-31,2069.0,134.609,278506.02,538189.26,USD
FND-0030,US0FODRO8BN3,2024-12-31,3514.0,275.3748,967667.05,1084469.35,USD
FND-0030,US4DYT9MOGE3,2024-12-31,3555.0,311.045,1105764.98,982931.44,USD
FND-0030,USH5LF6A4FE5,2024-12-31,1928.0,198.3451,382409.35,422806.54,USD
FND-0030,USXB94PDZP69,2024-12-31,5178.0,262.7498,1360518.46,1600204.49,USD
FND-0030,US4X1ZHQIMQ0,2024-12-31,1811.0,22.5678,40870.29,244510.26,USD
FND-0030,USPXNF7C3DD2,2024-12-31,6744.0,302.697,2041388.57,1465048.04,USD
FND-0030,USBCPPVOHSM3,2024-12-31,7675.0,174.2733,1337547.58,2008207.16,USD
FND-0030,USYRYBOVAKH6,2024-12-31,1595.0,480.8477,766952.08,695802.8,USD
FND-0030,USMLGSES6M05,2024-12-31,9433.0,350.1456,3302923.44,3216714.71,USD
FND-0030,USDJGF1C8WQ0,2024-12-31,8257.0,350.5127,2894183.36,1942070.14,USD
FND-0030,USNKOMV2XCD8,2024-12-31,3934.0,493.1302,1939974.21,284414.98,USD
FND-0030,USYSAL8M1G97,2024-12-31,4380.0,36.268,158853.84,885149.92,USD
FND-0030,US2II826GYU2,2024-12-31,3350.0,369.0433,1236295.05,652283.1,USD
FND-0030,USZSEDFQS3D3,2024-12-31,3075.0,109.5968,337010.16,910433.77,USD
FND-0030,USXD9CSS9TO3,2024-12-31,8816.0,136.159,1200377.74,3005502.35,USD
FND-0030,USJ98CWN2Y85,2024-12-31,8322.0,325.1245,2705686.09,2003889.93,USD
FND-0030,US389YZTKKF1,2024-12-31,5127.0,393.8532,2019285.36,400062.27,USD
FND-0030,USSEHE2ATN27,2024-12-31,6639.0,412.2418,2736873.31,760803.19,USD
FND-0030,US5COZROOUE3,2024-12-31,3809.0,384.5574,1464779.14,85148.17,USD
FND-0030,USFFLZM764J2,2024-12-31,4424.0,409.3402,1810921.04,1703354.07,USD
FND-0030,USWWDXVUGW63,2024-12-31,1726.0,467.3437,806635.23,542608.32,USD
FND-0030,USF5L9MO1SD6,2024-12-31,2494.0,436.714,1089164.72,923421.21,USD
FND-0030,USL1RSRLA8S9,2024-12-31,7773.0,200.0883,1555286.36,2198117.43,USD
FND-0030,USVEDN9UNFV7,2024-12-31,1979.0,457.1666,904732.7,682847.65,USD
FND-0030,USM72JEYN931,2024-12-31,4089.0,55.6288,227466.16,1213439.84,USD
FND-0030,USKZMPJRHT79,2024-12-31,4845.0,448.8486,2174671.47,1659073.15,USD
FND-0030,USD0IB6IIDL6,2024-12-31,5970.0,224.8377,1342281.07,1432871.74,USD
FND-0030,US2G05KBKV70,2024-12-31,10986.0,429.1942,4715127.48,3804149.94,USD
FND-0030,US0AXYCELOS4,2024-12-31,7745.0,358.6555,2777786.85,2304514.9,USD
FND-0030,US231YV2STN1,2024-12-31,3283.0,173.9262,570999.71,375422.6,USD
FND-0030,US119XP9N560,2024-12-31,5066.0,52.3152,265028.8,611069.27,USD
FND-0030,US85E4E9OE99,2024-12-31,2034.0,147.0931,299187.37,782256.47,USD
FND-0030,USP15AHDBVZ6,2024-12-31,6135.0,367.6513,2255540.73,703461.57,USD
FND-0030,US9RIVH6T1N9,2024-12-31,3961.0,65.6358,259983.4,1582676.74,USD
FND-0030,USO4IZASNWY6,2024-12-31,1807.0,28.2615,51068.53,543843.18,USD
FND-0030,USRATATJ9A34,2024-12-31,3341.0,386.9389,1292762.86,1075355.31,USD
FND-0030,USDDFGS3JON2,2024-12-31,4849.0,457.3055,2217474.37,1743537.7,USD
FND-0030,US8O1BJ9RM76,2024-12-31,4506.0,37.4961,168957.43,369118.98,USD
FND-0030,USMD7Q1DDPU8,2024-12-31,7610.0,453.4334,3450628.17,2576977.55,USD
FND-0030,US1A07H23C44,2024-12-31,1350.0,363.3002,490455.27,503724.96,USD
FND-0030,USB8Z3V6DIX6,2024-12-31,4102.0,427.3097,1752824.39,346791.11,USD
FND-0030,USFLQHRRPZL2,2024-12-31,513.0,394.9411,202604.78,187299.63,USD
FND-0030,USCB1KJTGQ02,2024-12-31,4076.0,108.6684,442932.4,533597.91,USD
FND-0030,US1K9QM3P914,2024-12-31,2263.0,81.1528,183648.79,137931.66,USD
FND-0030,USVMZWFFHHC4,2024-12-31,2869.0,384.2838,1102510.22,57696.85,USD
FND-0031,USCXLL4ZKLO9,2024-12-31,822.0,207.65,170688.3,248094.83,USD
FND-0031,US4COWGZRIX9,2024-12-31,5529.0,57.5202,318029.19,958498.47,USD
FND-0031,USJRNY204793,2024-12-31,5646.0,423.5024,2391094.55,1594700.81,USD
FND-0031,US8HAFEYUHZ8,2024-12-31,1385.0,302.6963,419234.38,451515.86,USD
FND-0031,USHV3IZKY220,2024-12-31,6672.0,208.9201,1393914.91,2188106.78,USD
FND-0031,USKV5USGIOT9,2024-12-31,2392.0,341.1682,816074.33,546539.34,USD
FND-0031,USHR09SKDGI6,2024-12-31,5472.0,367.4341,2010599.4,2234449.03,USD
FND-0031,US3CFL0UKEY7,2024-12-31,5140.0,156.0452,802072.33,1899318.74,USD
FND-0031,USN1W1HT7PZ8,2024-12-31,4357.0,294.1037,1281409.82,1127181.78,USD
FND-0031,USRZSJ49ITN0,2024-12-31,4217.0,29.0164,122362.16,1235858.83,USD
FND-0031,US2JWOCLYT89,2024-12-31,1719.0,368.1059,632774.04,138746.49,USD
FND-0031,USBCW790PDW9,2024-12-31,5007.0,277.5937,1389911.66,1791308.12,USD
FND-0031,USYFPMVXPJ46,2024-12-31,4125.0,397.6119,1640149.09,1209000.0,USD
FND-0031,USCQNVQHW061,2024-12-31,9132.0,268.2004,2449206.05,1447453.36,USD
FND-0031,US4X1ZHQIMQ0,2024-12-31,6673.0,22.4759,149981.68,2043669.09,USD
FND-0031,US3493WXA732,2024-12-31,2223.0,399.2092,887442.05,830356.52,USD
FND-0031,USJ17MGFXC03,2024-12-31,3949.0,246.4543,973248.03,273612.64,USD
FND-0031,USTNQFLL7V56,2024-12-31,4789.0,396.0904,1896876.93,1174982.8,USD
FND-0031,USLA0GNZS438,2024-12-31,6480.0,276.6006,1792371.89,2723067.05,USD
FND-0031,US349DXBZ9S3,2024-12-31,1113.0,479.2599,533416.27,234654.9,USD
FND-0031,US4D145BM1E3,2024-12-31,5874.0,287.2657,1687398.72,2186412.8,USD
FND-0031,USGYW6ZBNZ88,2024-12-31,1694.0,450.414,763001.32,549675.39,USD
FND-0031,US7OONNCILD3,2024-12-31,4728.0,472.9143,2235938.81,1460046.98,USD
FND-0031,US4RTWUZKAM7,2024-12-31,6924.0,451.214,3124205.74,2384500.33,USD
FND-0031,USKBHB7S9TJ9,2024-12-31,6520.0,329.4478,2147999.66,2171627.15,USD
FND-0031,USEIXN8BFQN9,2024-12-31,3039.0,309.6468,941016.63,799817.39,USD
FND-0031,US3BBXUX1OX7,2024-12-31,6311.0,26.4424,166877.99,1090828.17,USD
FND-0031,US8R2YKCCPR5,2024-12-31,1497.0,482.733,722651.3,191846.84,USD
FND-0031,USMBR5XQT4P0,2024-12-31,6339.0,278.1717,1763330.41,2371402.81,USD
FND-0031,USM3TZK3NY96,2024-12-31,7970.0,119.2838,950691.89,2648869.08,USD
FND-0031,USG02U1G4636,2024-12-31,4925.0,93.1886,458953.85,794853.16,USD
FND-0031,USE6KWHEF0V7,2024-12-31,3562.0,132.9393,473529.79,1047960.56,USD
FND-0031,USQCEOUUYLA9,2024-12-31,4230.0,232.8553,984977.92,1450365.3,USD
FND-0031,USHCPZTC69Q9,2024-12-31,2845.0,102.6545,292052.05,956053.94,USD
FND-0031,USQZPNIQFG57,2024-12-31,4852.0,83.1491,403439.43,1180497.22,USD
FND-0031,USJSRD9Q46N3,2024-12-31,11466.0,144.0956,1652200.15,3312261.16,USD
FND-0031,US50ATVZKHI3,2024-12-31,4788.0,121.3657,581098.97,1023386.52,USD
FND-0031,USDDFGS3JON2,2024-12-31,3732.0,457.2962,1706629.42,627738.22,USD
FND-0031,US8O1BJ9RM76,2024-12-31,4156.0,37.3862,155377.05,1162458.85,USD
FND-0031,USVN1KICJN27,2024-12-31,3017.0,287.0366,865989.42,797091.35,USD
FND-0031,USMD7Q1DDPU8,2024-12-31,6032.0,453.7503,2737021.81,1566969.37,USD
FND-0031,USB8Z3V6DIX6,2024-12-31,7035.0,428.1464,3012009.92,1720185.39,USD
FND-0031,US9YO18PAJS6,2024-12-31,4807.0,337.8116,1623860.36,1488718.89,USD
