record_id,source_system,account_ref,security_ref,security_ref_type,security_master_id,position_date,quantity,price,market_value,cost_basis,unrealized_gl,asset_class,currency,etl_loaded_at
POS-C-392075-VEDN9UNFV,TOPAZ,C-392075,VEDN9UNFV,CUSIP,SEC-0130,2024-12-31,4524.0,454.936,2058130.46,912946.98,1145183.48,Alternatives,USD,2025-01-02 06:00:00
POS-C-392075-BZ2SF6F7L,TOPAZ,C-392075,BZ2SF6F7L,CUSIP,SEC-0131,2024-12-31,3302.0,103.0873,340394.26,188223.25,152171.01,Cash,USD,2025-01-02 06:00:00
POS-C-392075-M3TZK3NY9,TOPAZ,C-392075,M3TZK3NY9,CUSIP,SEC-0132,2024-12-31,5177.0,119.3674,617965.03,1579952.8,-961987.77,Cash,USD,2025-01-02 06:00:00
POS-C-392075-WW4FYB8DA,TOPAZ,C-392075,WW4FYB8DA,CUSIP,SEC-0134,2024-12-31,4630.0,266.7008,1234824.7,1205892.34,28932.36,Cash,USD,2025-01-02 06:00:00
POS-C-392075-KZMPJRHT7,TOPAZ,C-392075,KZMPJRHT7,CUSIP,SEC-0139,2024-12-31,5677.0,450.5958,2558032.36,1416604.5,1141427.86,Fixed Income,USD,2025-01-02 06:00:00
POS-C-392075-231YV2STN,TOPAZ,C-392075,231YV2STN,CUSIP,SEC-0149,2024-12-31,5566.0,173.3514,964873.89,1713717.0,-748843.11,Cash,USD,2025-01-02 06:00:00
POS-C-392075-QCEOUUYLA,TOPAZ,C-392075,QCEOUUYLA,CUSIP,SEC-0151,2024-12-31,7731.0,233.6344,1806227.55,1021783.66,784443.89,Cash,USD,2025-01-02 06:00:00
POS-C-392075-119XP9N56,TOPAZ,C-392075,119XP9N56,CUSIP,,2024-12-31,4433.0,52.2355,231559.97,1530601.24,-1299041.27,,USD,2025-01-02 06:00:00
POS-C-392075-QZPNIQFG5,TOPAZ,C-392075,QZPNIQFG5,CUSIP,SEC-0155,2024-12-31,10960.0,83.3215,913203.64,2519257.89,-1606054.25,Equity,USD,2025-01-02 06:00:00
POS-C-392075-VYLKFXHKC,TOPAZ,C-392075,VYLKFXHKC,CUSIP,SEC-0158,2024-12-31,2312.0,478.1974,1105592.39,1069199.89,36392.5,Real Estate,USD,2025-01-02 06:00:00
POS-C-392075-G10UR5L8A,TOPAZ,C-392075,G10UR5L8A,CUSIP,SEC-0162,2024-12-31,5349.0,205.2683,1097980.14,893980.39,203999.75,Commodities,USD,2025-01-02 06:00:00
POS-C-392075-JSRD9Q46N,TOPAZ,C-392075,JSRD9Q46N,CUSIP,SEC-0164,2024-12-31,7290.0,144.1999,1051217.27,2303613.18,-1252395.91,Real Estate,USD,2025-01-02 06:00:00
POS-C-392075-ZR7TXCB48,TOPAZ,C-392075,ZR7TXCB48,CUSIP,SEC-0167,2024-12-31,564.0,110.1061,62099.84,98118.29,-36018.45,Alternatives,USD,2025-01-02 06:00:00
POS-C-392075-7ZRWQEAO4,TOPAZ,C-392075,7ZRWQEAO4,CUSIP,SEC-0181,2024-12-31,6535.0,121.3169,792805.94,1134478.59,-341672.65,Equity,USD,2025-01-02 06:00:00
POS-C-392075-B8Z3V6DIX,TOPAZ,C-392075,B8Z3V6DIX,CUSIP,SEC-0186,2024-12-31,6749.0,428.3974,2891254.05,1474878.29,1416375.76,Real Estate,USD,2025-01-02 06:00:00
POS-C-392075-E4XYF9IGF,TOPAZ,C-392075,E4XYF9IGF,CUSIP,,2024-12-31,7505.0,166.7645,1251567.57,883002.55,368565.02,,USD,2025-01-02 06:00:00
POS-C-392075-IOGXPBWHV,TOPAZ,C-392075,IOGXPBWHV,CUSIP,SEC-0191,2024-12-31,304.0,36.8577,11204.74,133351.61,-122146.87,Real Estate,USD,2025-01-02 06:00:00
POS-C-392075-E13N3BZT9,TOPAZ,C-392075,E13N3BZT9,CUSIP,,2024-12-31,8602.0,299.327,2574810.85,2205321.51,369489.34,,USD,2025-01-02 06:00:00
POS-C-179046-NF4ZW9XA3,TOPAZ,C-179046,NF4ZW9XA3,CUSIP,SEC-0003,2024-12-31,8460.0,372.9962,3155547.85,1955038.28,1200509.57,Alternatives,USD,2025-01-02 06:00:00
POS-C-179046-R64DPJA1W,TOPAZ,C-179046,R64DPJA1W,CUSIP,SEC-0005,2024-12-31,7312.0,92.9838,679897.55,2038209.2,-1358311.65,Commodities,USD,2025-01-02 06:00:00
POS-C-179046-EL6246HID,TOPAZ,C-179046,EL6246HID,CUSIP,,2024-12-31,4714.0,408.3913,1925156.59,1312904.39,612252.2,,USD,2025-01-02 06:00:00
POS-C-179046-RIPZIM6CF,TOPAZ,C-179046,RIPZIM6CF,CUSIP,SEC-0020,2024-12-31,4686.0,361.0511,1691885.45,925579.86,766305.59,Fixed Income,USD,2025-01-02 06:00:00
POS-C-179046-R7KO64T02,TOPAZ,C-179046,R7KO64T02,CUSIP,SEC-0022,2024-12-31,4122.0,216.6892,893192.88,1348073.31,-454880.43,Equity,USD,2025-01-02 06:00:00
POS-C-179046-TXCXAPRPN,TOPAZ,C-179046,TXCXAPRPN,CUSIP,SEC-0029,2024-12-31,3826.0,260.5051,996692.51,1214884.6,-218192.09,Real Estate,USD,2025-01-02 06:00:00
POS-C-179046-KV5USGIOT,TOPAZ,C-179046,KV5USGIOT,CUSIP,SEC-0032,2024-12-31,5307.0,341.4494,1812071.97,642434.69,1169637.28,Alternatives,USD,2025-01-02 06:00:00
POS-C-179046-ZEBBK7W1D,TOPAZ,C-179046,ZEBBK7W1D,CUSIP,SEC-0036,2024-12-31,4428.0,365.8835,1620132.14,1099524.24,520607.9,Fixed Income,USD,2025-01-02 06:00:00
POS-C-179046-3U1GSPK9P,TOPAZ,C-179046,3U1GSPK9P,CUSIP,SEC-0044,2024-12-31,3000.0,259.9977,779993.1,795008.4,-15015.3,Real Estate,USD,2025-01-02 06:00:00
POS-C-179046-DJE153A5Q,TOPAZ,C-179046,DJE153A5Q,CUSIP,SEC-0046,2024-12-31,9348.0,471.1659,4404458.83,3155963.17,1248495.66,Real Estate,USD,2025-01-02 06:00:00
POS-C-179046-J2O7S3KKV,TOPAZ,C-179046,J2O7S3KKV,CUSIP,SEC-0050,2024-12-31,6954.0,332.8829,2314867.69,2070072.12,244795.57,Real Estate,USD,2025-01-02 06:00:00
POS-C-179046-B0Z3NX39R,TOPAZ,C-179046,B0Z3NX39R,CUSIP,SEC-0052,2024-12-31,2448.0,20.4554,50074.82,1027345.31,-977270.49,Cash,USD,2025-01-02 06:00:00
POS-C-179046-8LD4D6AF5,TOPAZ,C-179046,8LD4D6AF5,CUSIP,SEC-0053,2024-12-31,9380.0,302.8683,2840904.65,2322940.61,517964.04,Equity,USD,2025-01-02 06:00:00
POS-C-179046-YFPMVXPJ4,TOPAZ,C-179046,YFPMVXPJ4,CUSIP,SEC-0058,2024-12-31,2018.0,396.2015,799534.63,470889.03,328645.6,Equity,USD,2025-01-02 06:00:00
POS-C-179046-2QC1IYYO4,TOPAZ,C-179046,2QC1IYYO4,CUSIP,SEC-0063,2024-12-31,9634.0,57.1213,550306.6,2427604.45,-1877297.85,Alternatives,USD,2025-01-02 06:00:00
POS-C-179046-0FODRO8BN,TOPAZ,C-179046,0FODRO8BN,CUSIP,SEC-0067,2024-12-31,1093.0,274.8063,300363.29,167535.04,132828.25,Commodities,USD,2025-01-02 06:00:00
POS-C-179046-HX8BM92H3,TOPAZ,C-179046,HX8BM92H3,CUSIP,SEC-0069,2024-12-31,4500.0,439.5284,1977877.8,526581.9,1451295.9,Cash,USD,2025-01-02 06:00:00
POS-C-179046-2W37D4IVS,TOPAZ,C-179046,2W37D4IVS,CUSIP,SEC-0086,2024-12-31,2774.0,47.1681,130844.31,312827.31,-181983.0,Equity,USD,2025-01-02 06:00:00
POS-C-179046-7UWW5WFCP,TOPAZ,C-179046,7UWW5WFCP,CUSIP,,2024-12-31,5209.0,315.5232,1643560.35,593037.35,1050523.0,,USD,2025-01-02 06:00:00
POS-C-179046-U80B6UGVS,TOPAZ,C-179046,U80B6UGVS,CUSIP,SEC-0091,2024-12-31,2704.0,382.7205,1034876.23,295128.31,739747.92,Real Estate,USD,2025-01-02 06:00:00
POS-C-179046-349DXBZ9S,TOPAZ,C-179046,349DXBZ9S,CUSIP,SEC-0092,2024-12-31,1451.0,480.8025,697644.43,291683.86,405960.57,Equity,USD,2025-01-02 06:00:00
POS-C-179046-J48VFCX7L,TOPAZ,C-179046,J48VFCX7L,CUSIP,SEC-0094,2024-12-31,7548.0,292.9708,2211343.6,2535590.96,-324247.36,Commodities,USD,2025-01-02 06:00:00
POS-C-179046-2II826GYU,TOPAZ,C-179046,2II826GYU,CUSIP,SEC-0099,2024-12-31,4214.0,368.66,1553533.24,2060234.18,-506700.94,Real Estate,USD,2025-01-02 06:00:00
POS-C-179046-KBHB7S9TJ,TOPAZ,C-179046,KBHB7S9TJ,CUSIP,SEC-0109,2024-12-31,4341.0,329.9443,1432288.21,1490419.45,-58131.24,Commodities,USD,2025-01-02 06:00:00
POS-C-179046-FFLZM764J,TOPAZ,C-179046,FFLZM764J,CUSIP,SEC-0121,2024-12-31,4509.0,408.8894,1843682.3,1156365.57,687316.73,Equity,USD,2025-01-02 06:00:00
POS-C-179046-WWDXVUGW6,TOPAZ,C-179046,WWDXVUGW6,CUSIP,SEC-0122,2024-12-31,1601.0,466.5678,746975.05,358823.16,388151.89,Commodities,USD,2025-01-02 06:00:00
POS-C-179046-3BBXUX1OX,TOPAZ,C-179046,3BBXUX1OX,CUSIP,SEC-0123,2024-12-31,3990.0,26.4434,105509.17,1059795.56,-954286.39,Alternatives,USD,2025-01-02 06:00:00
POS-C-179046-MBR5XQT4P,TOPAZ,C-179046,MBR5XQT4P,CUSIP,SEC-0128,2024-12-31,6295.0,277.7329,1748328.61,1675498.99,72829.62,Fixed Income,USD,2025-01-02 06:00:00
POS-C-179046-M3TZK3NY9,TOPAZ,C-179046,M3TZK3NY9,CUSIP,SEC-0132,2024-12-31,2956.0,119.3674,352850.03,784834.37,-431984.34,Cash,USD,2025-01-02 06:00:00
POS-C-179046-OHSWQ40ZS,TOPAZ,C-179046,OHSWQ40ZS,CUSIP,SEC-0135,2024-12-31,6073.0,311.5914,1892294.57,1556644.47,335650.1,Alternatives,USD,2025-01-02 06:00:00
POS-C-179046-RN8QTTY5Y,TOPAZ,C-179046,RN8QTTY5Y,CUSIP,SEC-0136,2024-12-31,5902.0,156.2003,921894.17,932071.97,-10177.8,Real Estate,USD,2025-01-02 06:00:00
POS-C-179046-KZMPJRHT7,TOPAZ,C-179046,KZMPJRHT7,CUSIP,SEC-0139,2024-12-31,2050.0,450.5958,923721.39,616490.15,307231.24,Fixed Income,USD,2025-01-02 06:00:00
POS-C-179046-9TR74QGEF,TOPAZ,C-179046,9TR74QGEF,CUSIP,SEC-0144,2024-12-31,7066.0,248.3054,1754525.96,1272722.67,481803.29,Alternatives,USD,2025-01-02 06:00:00
POS-C-179046-OD9R7ANQJ,TOPAZ,C-179046,OD9R7ANQJ,CUSIP,SEC-0146,2024-12-31,5614.0,165.1842,927344.1,879651.59,47692.51,Real Estate,USD,2025-01-02 06:00:00
POS-C-179046-36HTF4PYZ,TOPAZ,C-179046,36HTF4PYZ,CUSIP,SEC-0150,2024-12-31,8737.0,215.6808,1884403.15,923211.4,961191.75,Real Estate,USD,2025-01-02 06:00:00
POS-C-179046-QCEOUUYLA,TOPAZ,C-179046,QCEOUUYLA,CUSIP,SEC-0151,2024-12-31,6971.0,233.6344,1628665.4,1298632.51,330032.89,Cash,USD,2025-01-02 06:00:00
POS-C-179046-HCPZTC69Q,TOPAZ,C-179046,HCPZTC69Q,CUSIP,SEC-0152,2024-12-31,3432.0,103.0429,353643.23,641771.56,-288128.33,Alternatives,USD,2025-01-02 06:00:00
POS-C-179046-85E4E9OE9,TOPAZ,C-179046,85E4E9OE9,CUSIP,,2024-12-31,2813.0,147.115,413834.5,622013.47,-208178.97,,USD,2025-01-02 06:00:00
POS-C-179046-1R4KZ36U8,TOPAZ,C-179046,1R4KZ36U8,CUSIP,SEC-0160,2024-12-31,5824.0,242.114,1410071.94,1399698.54,10373.4,Alternatives,USD,2025-01-02 06:00:00
POS-C-179046-9RIVH6T1N,TOPAZ,C-179046,9RIVH6T1N,CUSIP,,2024-12-31,3142.0,65.9321,207158.66,506383.78,-299225.12,,USD,2025-01-02 06:00:00
POS-C-179046-T7M1R00Q0,TOPAZ,C-179046,T7M1R00Q0,CUSIP,SEC-0166,2024-12-31,2641.0,321.9604,850297.42,153383.92,696913.5,Real Estate,USD,2025-01-02 06:00:00
POS-C-179046-RATATJ9A3,TOPAZ,C-179046,RATATJ9A3,CUSIP,SEC-0169,2024-12-31,4544.0,386.7892,1757570.12,680681.2,1076888.92,Real Estate,USD,2025-01-02 06:00:00
POS-C-179046-8V1ZOCFI4,TOPAZ,C-179046,8V1ZOCFI4,CUSIP,SEC-0174,2024-12-31,2953.0,86.4639,255327.9,1107822.97,-852495.07,Fixed Income,USD,2025-01-02 06:00:00
POS-C-179046-1F90S9BP4,TOPAZ,C-179046,1F90S9BP4,CUSIP,SEC-0175,2024-12-31,3705.0,113.0566,418874.7,1265251.19,-846376.49,Cash,USD,2025-01-02 06:00:00
POS-C-179046-0W82LK2N7,TOPAZ,C-179046,0W82LK2N7,CUSIP,SEC-0183,2024-12-31,4437.0,198.1038,878986.56,606103.71,272882.85,Cash,USD,2025-01-02 06:00:00
POS-C-179046-IOGXPBWHV,TOPAZ,C-179046,IOGXPBWHV,CUSIP,SEC-0191,2024-12-31,2568.0,36.8577,94650.57,866253.94,-771603.37,Real Estate,USD,2025-01-02 06:00:00
POS-C-179046-8RHNUXORZ,TOPAZ,C-179046,8RHNUXORZ,CUSIP,SEC-0196,2024-12-31,881.0,310.5324,273579.04,30329.83,243249.21,Cash,USD,2025-01-02 06:00:00
POS-C-179046-CB1KJTGQ0,TOPAZ,C-179046,CB1KJTGQ0,CUSIP,SEC-0197,2024-12-31,4647.0,109.0474,506743.27,1180293.74,-673550.47,Cash,USD,2025-01-02 06:00:00
POS-C-153045-L1CQ99CHJ,TOPAZ,C-153045,L1CQ99CHJ,CUSIP,SEC-0002,2024-12-31,8681.0,63.2187,548801.53,2029312.56,-1480511.03,Commodities,USD,2025-01-02 06:00:00
POS-C-153045-PZUE8YFBN,TOPAZ,C-153045,PZUE8YFBN,CUSIP,SEC-0006,2024-12-31,3507.0,136.3342,478124.04,914458.5,-436334.46,Alternatives,USD,2025-01-02 06:00:00
POS-C-153045-5JU9BVM2P,TOPAZ,C-153045,5JU9BVM2P,CUSIP,SEC-0011,2024-12-31,4229.0,443.1731,1874179.04,930900.36,943278.68,Alternatives,USD,2025-01-02 06:00:00
POS-C-153045-6GBPS3Y70,TOPAZ,C-153045,6GBPS3Y70,CUSIP,SEC-0012,2024-12-31,3706.0,288.9028,1070673.78,834258.04,236415.74,Real Estate,USD,2025-01-02 06:00:00
POS-C-153045-H2ZQU7EEQ,TOPAZ,C-153045,H2ZQU7EEQ,CUSIP,,2024-12-31,3546.0,390.4368,1384488.89,764271.53,620217.36,,USD,2025-01-02 06:00:00
POS-C-153045-R7KO64T02,TOPAZ,C-153045,R7KO64T02,CUSIP,SEC-0022,2024-12-31,927.0,216.6892,200870.89,332371.22,-131500.33,Equity,USD,2025-01-02 06:00:00
POS-C-153045-VXDP5GJLQ,TOPAZ,C-153045,VXDP5GJLQ,CUSIP,,2024-12-31,6350.0,470.5941,2988272.54,1910173.94,1078098.6,,USD,2025-01-02 06:00:00
POS-C-153045-13JCAT9MX,TOPAZ,C-153045,13JCAT9MX,CUSIP,SEC-0025,2024-12-31,6215.0,22.7974,141685.84,2120852.28,-1979166.44,Alternatives,USD,2025-01-02 06:00:00
POS-C-153045-HV3IZKY22,TOPAZ,C-153045,HV3IZKY22,CUSIP,SEC-0028,2024-12-31,6538.0,209.7292,1371209.51,1795213.21,-424003.7,Cash,USD,2025-01-02 06:00:00
POS-C-153045-KV5USGIOT,TOPAZ,C-153045,KV5USGIOT,CUSIP,SEC-0032,2024-12-31,4689.0,341.4494,1601056.24,1865407.05,-264350.81,Alternatives,USD,2025-01-02 06:00:00
POS-C-153045-N1W1HT7PZ,TOPAZ,C-153045,N1W1HT7PZ,CUSIP,SEC-0047,2024-12-31,1135.0,292.9771,332529.01,394311.03,-61782.02,Equity,USD,2025-01-02 06:00:00
POS-C-153045-VIFTTD96Q,TOPAZ,C-153045,VIFTTD96Q,CUSIP,,2024-12-31,1043.0,152.1179,158658.97,323275.97,-164617.0,,USD,2025-01-02 06:00:00
POS-C-153045-RZSJ49ITN,TOPAZ,C-153045,RZSJ49ITN,CUSIP,SEC-0049,2024-12-31,3898.0,29.155,113646.19,495595.43,-381949.24,Equity,USD,2025-01-02 06:00:00
POS-C-153045-BCW790PDW,TOPAZ,C-153045,BCW790PDW,CUSIP,SEC-0055,2024-12-31,7588.0,278.1124,2110316.89,1814404.78,295912.11,Commodities,USD,2025-01-02 06:00:00
POS-C-153045-C5WI6FQJJ,TOPAZ,C-153045,C5WI6FQJJ,CUSIP,,2024-12-31,2922.0,73.0118,213340.48,547504.66,-334164.18,,USD,2025-01-02 06:00:00
POS-C-153045-DNMKZA3OA,TOPAZ,C-153045,DNMKZA3OA,CUSIP,SEC-0059,2024-12-31,8641.0,241.4811,2086638.19,2242594.85,-155956.66,Fixed Income,USD,2025-01-02 06:00:00
POS-C-153045-DWB2BNE6L,TOPAZ,C-153045,DWB2BNE6L,CUSIP,SEC-0061,2024-12-31,7165.0,158.6174,1136493.67,1532203.17,-395709.5,Commodities,USD,2025-01-02 06:00:00
POS-C-153045-F8KRD5EQY,TOPAZ,C-153045,F8KRD5EQY,CUSIP,SEC-0066,2024-12-31,7838.0,134.4137,1053534.58,1084880.06,-31345.48,Commodities,USD,2025-01-02 06:00:00
POS-C-153045-0FODRO8BN,TOPAZ,C-153045,0FODRO8BN,CUSIP,SEC-0067,2024-12-31,2460.0,274.8063,676023.5,571205.12,104818.38,Commodities,USD,2025-01-02 06:00:00
POS-C-153045-CQNVQHW06,TOPAZ,C-153045,CQNVQHW06,CUSIP,SEC-0072,2024-12-31,6660.0,268.6373,1789124.42,1864978.78,-75854.36,Real Estate,USD,2025-01-02 06:00:00
POS-C-153045-4X1ZHQIMQ,TOPAZ,C-153045,4X1ZHQIMQ,CUSIP,SEC-0075,2024-12-31,9344.0,22.5838,211023.03,2645858.22,-2434835.19,Equity,USD,2025-01-02 06:00:00
POS-C-153045-BCPPVOHSM,TOPAZ,C-153045,BCPPVOHSM,CUSIP,SEC-0082,2024-12-31,11505.0,174.8093,2011181.0,2484380.7,-473199.7,Fixed Income,USD,2025-01-02 06:00:00
POS-C-153045-DJGF1C8WQ,TOPAZ,C-153045,DJGF1C8WQ,CUSIP,,2024-12-31,4561.0,350.2632,1597550.46,1515871.13,81679.33,,USD,2025-01-02 06:00:00
POS-C-153045-7UWW5WFCP,TOPAZ,C-153045,7UWW5WFCP,CUSIP,,2024-12-31,2634.0,315.5232,831088.11,326754.55,504333.56,,USD,2025-01-02 06:00:00
POS-C-153045-CSLQC3C54,TOPAZ,C-153045,CSLQC3C54,CUSIP,SEC-0090,2024-12-31,7279.0,114.011,829886.07,2622646.51,-1792760.44,Alternatives,USD,2025-01-02 06:00:00
POS-C-153045-V7LN23Y30,TOPAZ,C-153045,V7LN23Y30,CUSIP,SEC-0095,2024-12-31,3941.0,324.2796,1277985.9,1109401.96,168583.94,Commodities,USD,2025-01-02 06:00:00
POS-C-153045-GYW6ZBNZ8,TOPAZ,C-153045,GYW6ZBNZ8,CUSIP,,2024-12-31,7884.0,452.0141,3563679.16,2002854.3,1560824.86,,USD,2025-01-02 06:00:00
POS-C-153045-7OONNCILD,TOPAZ,C-153045,7OONNCILD,CUSIP,SEC-0102,2024-12-31,11138.0,472.0794,5258020.36,4694651.45,563368.91,Fixed Income,USD,2025-01-02 06:00:00
POS-C-153045-M25LEN606,TOPAZ,C-153045,M25LEN606,CUSIP,SEC-0110,2024-12-31,7072.0,451.4412,3192592.17,3033714.26,158877.91,Commodities,USD,2025-01-02 06:00:00
POS-C-153045-8R2YKCCPR,TOPAZ,C-153045,8R2YKCCPR,CUSIP,SEC-0124,2024-12-31,2785.0,484.9279,1350524.2,1008929.51,341594.69,Cash,USD,2025-01-02 06:00:00
POS-C-153045-F5L9MO1SD,TOPAZ,C-153045,F5L9MO1SD,CUSIP,SEC-0125,2024-12-31,3980.0,436.7211,1738149.98,630967.16,1107182.82,Fixed Income,USD,2025-01-02 06:00:00
POS-C-153045-BZ2SF6F7L,TOPAZ,C-153045,BZ2SF6F7L,CUSIP,SEC-0131,2024-12-31,7802.0,103.0873,804287.11,1573466.3,-769179.19,Cash,USD,2025-01-02 06:00:00
POS-C-153045-G02U1G463,TOPAZ,C-153045,G02U1G463,CUSIP,SEC-0145,2024-12-31,3250.0,92.7949,301583.42,886435.04,-584851.62,Cash,USD,2025-01-02 06:00:00
POS-C-153045-QZPNIQFG5,TOPAZ,C-153045,QZPNIQFG5,CUSIP,SEC-0155,2024-12-31,4211.0,83.3215,350866.84,372675.66,-21808.82,Equity,USD,2025-01-02 06:00:00
POS-C-153045-YUBMXNSZO,TOPAZ,C-153045,YUBMXNSZO,CUSIP,,2024-12-31,6927.0,133.8173,926952.44,2324567.12,-1397614.68,,USD,2025-01-02 06:00:00
POS-C-153045-1R4KZ36U8,TOPAZ,C-153045,1R4KZ36U8,CUSIP,SEC-0160,2024-12-31,758.0,242.114,183522.41,304599.57,-121077.16,Alternatives,USD,2025-01-02 06:00:00
POS-C-153045-JSRD9Q46N,TOPAZ,C-153045,JSRD9Q46N,CUSIP,SEC-0164,2024-12-31,4864.0,144.1999,701388.31,2110042.11,-1408653.8,Real Estate,USD,2025-01-02 06:00:00
POS-C-153045-T7M1R00Q0,TOPAZ,C-153045,T7M1R00Q0,CUSIP,SEC-0166,2024-12-31,6173.0,321.9604,1987461.55,1877334.62,110126.93,Real Estate,USD,2025-01-02 06:00:00
POS-C-153045-O4IZASNWY,TOPAZ,C-153045,O4IZASNWY,CUSIP,SEC-0168,2024-12-31,2658.0,28.3408,75329.85,708006.78,-632676.93,Commodities,USD,2025-01-02 06:00:00
POS-C-153045-WZC4XL996,TOPAZ,C-153045,WZC4XL996,CUSIP,SEC-0172,2024-12-31,3199.0,142.7391,456622.38,1044885.16,-588262.78,Cash,USD,2025-01-02 06:00:00
POS-C-153045-MD7Q1DDPU,TOPAZ,C-153045,MD7Q1DDPU,CUSIP,,2024-12-31,2300.0,453.5391,1043139.93,266839.79,776300.14,,USD,2025-01-02 06:00:00
POS-C-197793-NF4ZW9XA3,TOPAZ,C-197793,NF4ZW9XA3,CUSIP,SEC-0003,2024-12-31,1945.0,372.9962,725477.61,712602.83,12874.78,Alternatives,USD,2025-01-02 06:00:00
POS-C-197793-7EEDTJVZH,TOPAZ,C-197793,7EEDTJVZH,CUSIP,,2024-12-31,7209.0,448.2034,3231098.31,1687324.28,1543774.03,,USD,2025-01-02 06:00:00
POS-C-197793-07IF2GOG7,TOPAZ,C-197793,07IF2GOG7,CUSIP,SEC-0008,2024-12-31,4844.0,411.9929,1995693.61,1990263.87,5429.74,Real Estate,USD,2025-01-02 06:00:00
POS-C-197793-XOKC1MSY4,TOPAZ,C-197793,XOKC1MSY4,CUSIP,SEC-0010,2024-12-31,11012.0,61.8965,681604.26,1994660.51,-1313056.25,Fixed Income,USD,2025-01-02 06:00:00
POS-C-197793-SWM31YIHA,TOPAZ,C-197793,SWM31YIHA,CUSIP,SEC-0016,2024-12-31,7890.0,350.3249,2764063.46,1581701.1,1182362.36,Commodities,USD,2025-01-02 06:00:00
POS-C-197793-JRNY20479,TOPAZ,C-197793,JRNY20479,CUSIP,SEC-0023,2024-12-31,6338.0,425.5658,2697236.04,1901728.69,795507.35,Fixed Income,USD,2025-01-02 06:00:00
POS-C-197793-VXDP5GJLQ,TOPAZ,C-197793,VXDP5GJLQ,CUSIP,,2024-12-31,7448.0,470.5941,3504984.86,1556828.39,1948156.47,,USD,2025-01-02 06:00:00
POS-C-197793-8HAFEYUHZ,TOPAZ,C-197793,8HAFEYUHZ,CUSIP,SEC-0026,2024-12-31,617.0,303.726,187398.94,167856.58,19542.36,Commodities,USD,2025-01-02 06:00:00
POS-C-197793-ZEBBK7W1D,TOPAZ,C-197793,ZEBBK7W1D,CUSIP,SEC-0036,2024-12-31,2173.0,365.8835,795064.85,918979.95,-123915.1,Fixed Income,USD,2025-01-02 06:00:00
POS-C-197793-FUK9E1V2I,TOPAZ,C-197793,FUK9E1V2I,CUSIP,SEC-0038,2024-12-31,1694.0,58.6712,99389.01,553052.36,-453663.35,Commodities,USD,2025-01-02 06:00:00
POS-C-197793-SRCBPLJD8,TOPAZ,C-197793,SRCBPLJD8,CUSIP,SEC-0043,2024-12-31,5568.0,407.745,2270324.16,1972486.6,297837.56,Commodities,USD,2025-01-02 06:00:00
POS-C-197793-MLY4LYK83,TOPAZ,C-197793,MLY4LYK83,CUSIP,SEC-0045,2024-12-31,10848.0,474.1163,5143213.62,783937.9,4359275.72,Cash,USD,2025-01-02 06:00:00
POS-C-197793-RZSJ49ITN,TOPAZ,C-197793,RZSJ49ITN,CUSIP,SEC-0049,2024-12-31,3595.0,29.155,104812.22,466623.45,-361811.23,Equity,USD,2025-01-02 06:00:00
POS-C-197793-QRL1N759I,TOPAZ,C-197793,QRL1N759I,CUSIP,SEC-0051,2024-12-31,4043.0,408.5192,1651643.13,1689169.55,-37526.42,Commodities,USD,2025-01-02 06:00:00
POS-C-197793-C5WI6FQJJ,TOPAZ,C-197793,C5WI6FQJJ,CUSIP,,2024-12-31,3236.0,73.0118,236266.18,866411.24,-630145.06,,USD,2025-01-02 06:00:00
POS-C-197793-YFPMVXPJ4,TOPAZ,C-197793,YFPMVXPJ4,CUSIP,SEC-0058,2024-12-31,3341.0,396.2015,1323709.21,784294.59,539414.62,Equity,USD,2025-01-02 06:00:00
POS-C-197793-4DYT9MOGE,TOPAZ,C-197793,4DYT9MOGE,CUSIP,SEC-0068,2024-12-31,5250.0,311.0506,1633015.65,1597241.37,35774.28,Cash,USD,2025-01-02 06:00:00
POS-C-197793-4X1ZHQIMQ,TOPAZ,C-197793,4X1ZHQIMQ,CUSIP,SEC-0075,2024-12-31,1076.0,22.5838,24300.17,409415.82,-385115.65,Equity,USD,2025-01-02 06:00:00
POS-C-197793-PXNF7C3DD,TOPAZ,C-197793,PXNF7C3DD,CUSIP,,2024-12-31,4238.0,303.409,1285847.34,649726.8,636120.54,,USD,2025-01-02 06:00:00
POS-C-197793-J17MGFXC0,TOPAZ,C-197793,J17MGFXC0,CUSIP,SEC-0080,2024-12-31,1880.0,247.1333,464610.6,425029.08,39581.52,Alternatives,USD,2025-01-02 06:00:00
POS-C-197793-2W37D4IVS,TOPAZ,C-197793,2W37D4IVS,CUSIP,SEC-0086,2024-12-31,6753.0,47.1681,318526.18,1191333.32,-872807.14,Equity,USD,2025-01-02 06:00:00
POS-C-197793-4D145BM1E,TOPAZ,C-197793,4D145BM1E,CUSIP,SEC-0097,2024-12-31,81.0,288.5026,23368.71,31261.95,-7893.24,Fixed Income,USD,2025-01-02 06:00:00
POS-C-197793-GYW6ZBNZ8,TOPAZ,C-197793,GYW6ZBNZ8,CUSIP,,2024-12-31,7049.0,452.0141,3186247.39,1520164.88,1666082.51,,USD,2025-01-02 06:00:00
POS-C-197793-ZSEDFQS3D,TOPAZ,C-197793,ZSEDFQS3D,CUSIP,SEC-0101,2024-12-31,10408.0,109.5016,1139692.65,1482761.68,-343069.03,Alternatives,USD,2025-01-02 06:00:00
