lotId,portfolioId,securityTicker,positionDate,quantity,unitPrice,marketValue,lotCostBasis,unrealizedPnL,ccy
LOT-0002121,PORT-0018,P3,2024-12-31,1024.0,367.0635,375873.02,54397.44,321475.58,USD
LOT-0002122,PORT-0018,DLA,2024-12-31,2570.0,357.3991,918515.69,857707.94,60807.75,USD
LOT-0002123,PORT-0018,DLA,2024-12-31,2074.0,357.2671,740971.97,42947.15,698024.82,USD
LOT-0002124,PORT-0018,C15,2024-12-31,1657.0,428.373,709814.06,793749.56,-83935.5,USD
LOT-0002125,PORT-0018,C15,2024-12-31,736.0,428.6232,315466.68,326376.84,-10910.16,USD
LOT-0002126,PORT-0018,C15,2024-12-31,1060.0,429.0667,454810.7,198728.69,256082.01,USD
LOT-0002127,PORT-0018,CASL,2024-12-31,1925.0,428.2792,824437.46,260116.2,564321.26,USD
LOT-0002128,PORT-0018,S2,2024-12-31,3673.0,480.441,1764659.79,1487461.42,277198.37,USD
LOT-0002129,PORT-0018,S2,2024-12-31,1326.0,480.0923,636602.39,606461.08,30141.31,USD
LOT-0002130,PORT-0018,S2,2024-12-31,4498.0,480.7107,2162236.73,2239422.41,-77185.68,USD
LOT-0002131,PORT-0018,HIS,2024-12-31,1977.0,208.6432,412487.61,785199.95,-372712.34,USD
LOT-0002132,PORT-0018,HIS,2024-12-31,257.0,208.7398,53646.13,11021.09,42625.04,USD
LOT-0002133,PORT-0018,HIS,2024-12-31,2433.0,208.8687,508177.55,954923.79,-446746.24,USD
LOT-0002134,PORT-0018,HASI,2024-12-31,4349.0,333.0776,1448554.48,1343473.07,105081.41,USD
LOT-0002135,PORT-0018,HASI,2024-12-31,3010.0,332.3162,1000271.76,1038862.37,-38590.61,USD
LOT-0002136,PORT-0018,HASI,2024-12-31,1016.0,332.9946,338322.51,85933.89,252388.62,USD
LOT-0002137,PORT-0018,L6,2024-12-31,2273.0,472.7149,1074480.97,401199.96,673281.01,USD
LOT-0002138,PORT-0018,L6,2024-12-31,3124.0,471.6858,1473546.44,1483171.48,-9625.04,USD
LOT-0002139,PORT-0018,HASS,2024-12-31,859.0,259.9179,223269.48,16533.26,206736.22,USD
LOT-0002140,PORT-0018,HASS,2024-12-31,2619.0,259.5136,679666.12,1124157.56,-444491.44,USD
LOT-0002141,PORT-0018,P11,2024-12-31,2973.0,36.9016,109708.46,696571.22,-586862.76,USD
LOT-0002142,PORT-0018,P11,2024-12-31,3839.0,36.8793,141579.63,1779087.42,-1637507.79,USD
LOT-0002143,PORT-0018,P11,2024-12-31,2345.0,36.9204,86578.34,198800.42,-112222.08,USD
LOT-0002144,PORT-0018,P11,2024-12-31,2639.0,36.7767,97053.71,156860.31,-59806.6,USD
LOT-0002145,PORT-0018,C17,2024-12-31,1121.0,109.3403,122570.48,535595.53,-413025.05,USD
LOT-0002146,PORT-0018,C17,2024-12-31,633.0,109.26,69161.58,210473.7,-141312.12,USD
LOT-0002147,PORT-0018,C17,2024-12-31,4083.0,109.2716,446155.94,506943.65,-60787.71,USD
LOT-0002148,PORT-0018,C14,2024-12-31,3243.0,455.1649,1476099.77,250628.77,1225471.0,USD
LOT-0002149,PORT-0018,C14,2024-12-31,210.0,454.7325,95493.82,99650.61,-4156.79,USD
LOT-0002150,PORT-0018,C14,2024-12-31,1421.0,455.4267,647161.34,529403.92,117757.42,USD
LOT-0002151,PORT-0018,JAHA,2024-12-31,700.0,336.8728,235810.96,209444.48,26366.48,USD
LOT-0002152,PORT-0018,JAHA,2024-12-31,2047.0,337.2733,690398.45,936520.51,-246122.06,USD
LOT-0002153,PORT-0018,SAML,2024-12-31,4098.0,275.1006,1127362.26,461937.21,665425.05,USD
LOT-0002154,PORT-0018,SAML,2024-12-31,984.0,275.199,270795.82,371306.99,-100511.17,USD
LOT-0002155,PORT-0018,SAML,2024-12-31,1169.0,274.846,321294.97,469818.41,-148523.44,USD
LOT-0002156,PORT-0018,GAMS,2024-12-31,2117.0,285.7363,604903.75,415385.67,189518.08,USD
LOT-0002157,PORT-0018,GAMS,2024-12-31,4347.0,284.4521,1236513.28,798951.21,437562.07,USD
LOT-0002158,PORT-0018,GAMS,2024-12-31,2025.0,284.4366,575984.11,958859.57,-382875.46,USD
LOT-0002159,PORT-0018,C10,2024-12-31,2261.0,466.0265,1053685.92,116172.89,937513.03,USD
LOT-0002160,PORT-0018,C10,2024-12-31,4173.0,467.8318,1952262.1,74139.6,1878122.5,USD
LOT-0002161,PORT-0018,C10,2024-12-31,2503.0,466.3878,1167368.66,80674.44,1086694.22,USD
LOT-0002162,PORT-0018,JLI,2024-12-31,2035.0,28.3566,57705.68,713439.25,-655733.57,USD
LOT-0002163,PORT-0018,JLI,2024-12-31,2408.0,28.2679,68069.1,271657.32,-203588.22,USD
LOT-0002164,PORT-0018,JLI,2024-12-31,511.0,28.4061,14515.52,108990.88,-94475.36,USD
LOT-0002165,PORT-0018,JLI,2024-12-31,3382.0,28.3448,95862.11,1633496.19,-1537634.08,USD
LOT-0002166,PORT-0018,C11,2024-12-31,4138.0,52.1597,215836.84,781599.1,-565762.26,USD
LOT-0002167,PORT-0018,C11,2024-12-31,1300.0,52.2999,67989.87,329942.73,-261952.86,USD
LOT-0002168,PORT-0018,C11,2024-12-31,1492.0,52.2652,77979.68,208788.84,-130809.16,USD
LOT-0002169,PORT-0018,JAWS,2024-12-31,568.0,478.8701,271998.22,210231.51,61766.71,USD
LOT-0002170,PORT-0018,RAPS,2024-12-31,2313.0,440.2718,1018348.67,450452.12,567896.55,USD
LOT-0002171,PORT-0018,RAPS,2024-12-31,1105.0,440.3529,486589.95,65257.43,421332.52,USD
LOT-0002172,PORT-0018,RAPS,2024-12-31,480.0,439.8667,211136.02,237222.62,-26086.6,USD
LOT-0002173,PORT-0018,RAPS,2024-12-31,1548.0,440.4159,681763.81,664879.62,16884.19,USD
LOT-0002174,PORT-0018,MIP,2024-12-31,2833.0,240.9282,682549.59,689436.9,-6887.31,USD
LOT-0002175,PORT-0018,C5,2024-12-31,1526.0,311.2801,475013.43,506057.31,-31043.88,USD
LOT-0002176,PORT-0018,C5,2024-12-31,2303.0,311.4871,717354.79,131812.67,585542.12,USD
LOT-0002177,PORT-0018,A5,2024-12-31,2890.0,409.2852,1182834.23,212720.47,970113.76,USD
LOT-0002178,PORT-0018,A5,2024-12-31,2318.0,409.2308,948596.99,867304.73,81292.26,USD
LOT-0002179,PORT-0018,L2,2024-12-31,716.0,403.652,289014.83,44078.25,244936.58,USD
LOT-0002180,PORT-0018,L2,2024-12-31,2618.0,403.6296,1056702.29,412447.57,644254.72,USD
LOT-0002181,PORT-0018,TABC,2024-12-31,530.0,324.4728,171970.58,202644.39,-30673.81,USD
LOT-0002182,PORT-0018,MARC,2024-12-31,3431.0,58.5648,200935.83,278454.13,-77518.3,USD
LOT-0002183,PORT-0018,MARC,2024-12-31,1041.0,58.6732,61078.8,472558.93,-411480.13,USD
LOT-0002184,PORT-0018,JAWC,2024-12-31,2595.0,400.7602,1039972.72,832914.55,207058.17,USD
LOT-0002185,PORT-0018,JAWC,2024-12-31,2154.0,400.6657,863033.92,361960.1,501073.82,USD
LOT-0002186,PORT-0018,JAWC,2024-12-31,4297.0,400.3398,1720260.12,438279.82,1281980.3,USD
LOT-0002187,PORT-0018,C7,2024-12-31,935.0,47.0443,43986.42,216481.49,-172495.07,USD
LOT-0002188,PORT-0018,C7,2024-12-31,3104.0,47.0865,146156.5,700054.12,-553897.62,USD
LOT-0002189,PORT-0018,C7,2024-12-31,1659.0,47.2836,78443.49,767625.94,-689182.45,USD
LOT-0002190,PORT-0018,RGP,2024-12-31,1281.0,382.116,489490.6,497391.55,-7900.95,USD
LOT-0002191,PORT-0018,RGP,2024-12-31,1405.0,383.6402,539014.48,249758.14,289256.34,USD
LOT-0002192,PORT-0018,WIS,2024-12-31,174.0,396.8441,69050.87,38104.63,30946.24,USD
LOT-0002193,PORT-0018,WIS,2024-12-31,1301.0,395.0008,513896.04,157799.98,356096.06,USD
LOT-0002194,PORT-0018,WIS,2024-12-31,484.0,395.1179,191237.06,173862.82,17374.24,USD
LOT-0002195,PORT-0018,WIS,2024-12-31,2666.0,395.1852,1053563.74,596438.59,457125.15,USD
LOT-0002196,PORT-0018,HAWL,2024-12-31,3354.0,157.6632,528802.37,1381220.8,-852418.43,USD
LOT-0002197,PORT-0018,HAWL,2024-12-31,603.0,157.0652,94710.32,254228.6,-159518.28,USD
LOT-0002198,PORT-0018,HAWL,2024-12-31,2381.0,157.2395,374387.25,892522.37,-518135.12,USD
LOT-0002199,PORT-0018,C16,2024-12-31,2406.0,12.7565,30692.14,1037861.3,-1007169.16,USD
LOT-0002200,PORT-0018,C16,2024-12-31,3494.0,12.7576,44575.05,958523.0,-913947.95,USD
LOT-0002201,PORT-0018,I6,2024-12-31,2596.0,330.8202,858809.24,236654.99,622154.25,USD
LOT-0002202,PORT-0018,I6,2024-12-31,2780.0,329.6285,916367.23,1295529.76,-379162.53,USD
LOT-0002203,PORT-0018,I6,2024-12-31,572.0,329.3334,188378.7,124563.12,63815.58,USD
LOT-0002204,PORT-0018,KAGS,2024-12-31,4452.0,92.8575,413401.59,691321.25,-277919.66,USD
LOT-0002205,PORT-0018,KAGS,2024-12-31,743.0,92.8304,68972.99,177816.25,-108843.26,USD
LOT-0002206,PORT-0018,KAGS,2024-12-31,2978.0,92.5712,275677.03,139032.4,136644.63,USD
LOT-0002207,PORT-0018,RASI,2024-12-31,275.0,109.5249,30119.35,132012.4,-101893.05,USD
LOT-0002208,PORT-0018,RASI,2024-12-31,873.0,109.2303,95358.05,214458.3,-119100.25,USD
LOT-0002209,PORT-0018,RASI,2024-12-31,625.0,109.4223,68388.94,126066.75,-57677.81,USD
LOT-0002210,PORT-0018,L10,2024-12-31,2242.0,452.5885,1014703.42,234853.76,779849.66,USD
LOT-0002211,PORT-0018,L10,2024-12-31,1784.0,453.7824,809547.8,140607.39,668940.41,USD
LOT-0002212,PORT-0018,L10,2024-12-31,609.0,454.7154,276921.68,287890.8,-10969.12,USD
LOT-0002213,PORT-0018,L10,2024-12-31,1395.0,453.6696,632869.09,202247.66,430621.43,USD
LOT-0002214,PORT-0019,SPA,2024-12-31,1172.0,299.3277,350812.06,414634.26,-63822.2,USD
LOT-0002215,PORT-0019,SPA,2024-12-31,1270.0,299.4329,380279.78,551093.51,-170813.73,USD
LOT-0002216,PORT-0019,P7,2024-12-31,2107.0,350.0729,737603.6,360563.54,377040.06,USD
LOT-0002217,PORT-0019,P7,2024-12-31,538.0,351.196,188943.45,27285.05,161658.4,USD
LOT-0002218,PORT-0019,MAJS,2024-12-31,850.0,146.7219,124713.62,252479.07,-127765.45,USD
LOT-0002219,PORT-0019,MAJS,2024-12-31,3355.0,147.1707,493757.7,204464.1,289293.6,USD
LOT-0002220,PORT-0019,MAJS,2024-12-31,2307.0,146.8762,338843.39,708834.75,-369991.36,USD
LOT-0002221,PORT-0019,A5,2024-12-31,2684.0,408.0662,1095249.68,818122.12,277127.56,USD
LOT-0002222,PORT-0019,A5,2024-12-31,596.0,408.1236,243241.67,174065.67,69176.0,USD
LOT-0002223,PORT-0019,A5,2024-12-31,2868.0,409.5861,1174692.93,843937.11,330755.82,USD
LOT-0002224,PORT-0019,A5,2024-12-31,2524.0,409.2704,1032998.49,512208.19,520790.3,USD
LOT-0002225,PORT-0019,A3,2024-12-31,2197.0,39.4308,86629.47,495907.06,-409277.59,USD
LOT-0002226,PORT-0019,C14,2024-12-31,3263.0,455.6143,1486669.46,1036909.61,449759.85,USD
LOT-0002227,PORT-0019,C14,2024-12-31,804.0,455.6592,366350.0,93150.96,273199.04,USD
LOT-0002228,PORT-0019,C14,2024-12-31,4154.0,454.4823,1887919.47,242652.17,1645267.3,USD
LOT-0002229,PORT-0019,SLP,2024-12-31,3034.0,325.5329,987666.82,709183.54,278483.28,USD
LOT-0002230,PORT-0019,SLP,2024-12-31,3041.0,326.5237,992958.57,543075.16,449883.41,USD
LOT-0002231,PORT-0019,SLP,2024-12-31,1436.0,326.5647,468946.91,565809.56,-96862.65,USD
LOT-0002232,PORT-0019,CIC,2024-12-31,2999.0,79.5992,238718.0,337677.5,-98959.5,USD
LOT-0002233,PORT-0019,L,2024-12-31,3376.0,341.8418,1154057.92,1259063.33,-105005.41,USD
LOT-0002234,PORT-0019,PACI,2024-12-31,2714.0,449.9754,1221233.24,470998.42,750234.82,USD
LOT-0002235,PORT-0019,PACI,2024-12-31,1078.0,451.4949,486711.5,520989.64,-34278.14,USD
LOT-0002236,PORT-0019,PACI,2024-12-31,1695.0,451.826,765845.07,92058.67,673786.4,USD
LOT-0002237,PORT-0019,CGS,2024-12-31,1249.0,234.6511,293079.22,126441.52,166637.7,USD
LOT-0002238,PORT-0019,CGS,2024-12-31,1259.0,234.3563,295054.58,312063.17,-17008.59,USD
LOT-0002239,PORT-0019,CGS,2024-12-31,3175.0,234.38,744156.5,1205984.7,-461828.2,USD
LOT-0002240,PORT-0019,CGS,2024-12-31,1221.0,234.8323,286730.24,125759.34,160970.9,USD
LOT-0002241,PORT-0019,I7,2024-12-31,1738.0,395.1771,686817.8,475768.11,211049.69,USD
LOT-0002242,PORT-0019,I7,2024-12-31,3434.0,395.8774,1359442.99,191439.32,1168003.67,USD
LOT-0002243,PORT-0019,CASL,2024-12-31,1193.0,427.9434,510536.48,248468.73,262067.75,USD
LOT-0002244,PORT-0019,CASL,2024-12-31,521.0,429.6924,223869.74,95531.5,128338.24,USD
LOT-0002245,PORT-0019,P1,2024-12-31,1209.0,166.9876,201888.01,537824.86,-335936.85,USD
LOT-0002246,PORT-0019,P1,2024-12-31,1098.0,166.1176,182397.12,185210.42,-2813.3,USD
LOT-0002247,PORT-0019,P1,2024-12-31,2147.0,166.2279,356891.3,597968.91,-241077.61,USD
LOT-0002248,PORT-0019,C16,2024-12-31,2137.0,12.7343,27213.2,256417.78,-229204.58,USD
LOT-0002249,PORT-0019,VLC,2024-12-31,100.0,350.0361,35003.61,11582.44,23421.17,USD
LOT-0002250,PORT-0019,VLC,2024-12-31,1776.0,351.2395,623801.35,764018.15,-140216.8,USD
LOT-0002251,PORT-0019,VLC,2024-12-31,2037.0,350.8996,714782.49,570565.33,144217.16,USD
LOT-0002252,PORT-0019,HPA,2024-12-31,1621.0,199.0717,322695.23,428106.1,-105410.87,USD
LOT-0002253,PORT-0019,HPA,2024-12-31,3531.0,199.1892,703337.07,1327403.53,-624066.46,USD
LOT-0002254,PORT-0019,I1,2024-12-31,2861.0,443.0863,1267669.9,539619.22,728050.68,USD
LOT-0002255,PORT-0019,I1,2024-12-31,2720.0,442.1763,1202719.54,503108.34,699611.2,USD
LOT-0002256,PORT-0019,I1,2024-12-31,3180.0,443.7792,1411217.86,1321129.41,90088.45,USD
LOT-0002257,PORT-0019,CARC,2024-12-31,4378.0,451.0482,1974689.02,320008.6,1654680.42,USD
LOT-0002258,PORT-0019,CARC,2024-12-31,1504.0,451.5306,679102.02,537068.47,142033.55,USD
LOT-0002259,PORT-0019,I4,2024-12-31,2533.0,134.4872,340656.08,915949.52,-575293.44,USD
LOT-0002260,PORT-0019,I4,2024-12-31,1535.0,134.4113,206321.35,365315.26,-158993.91,USD
LOT-0002261,PORT-0019,I4,2024-12-31,1595.0,134.4996,214526.86,358168.1,-143641.24,USD
LOT-0002262,PORT-0019,HAAL,2024-12-31,1895.0,261.2543,495076.9,39484.98,455591.92,USD
LOT-0002263,PORT-0019,HAAL,2024-12-31,1894.0,260.6771,493722.43,461278.02,32444.41,USD
LOT-0002264,PORT-0019,JAMS,2024-12-31,4097.0,80.6751,330525.88,1184767.59,-854241.71,USD
LOT-0002265,PORT-0019,I8,2024-12-31,1951.0,470.9892,918899.93,590942.1,327957.83,USD
LOT-0002266,PORT-0019,I8,2024-12-31,839.0,472.5033,396430.27,413829.37,-17399.1,USD
LOT-0002267,PORT-0019,I8,2024-12-31,982.0,471.4004,462915.19,345301.54,117613.65,USD
LOT-0002268,PORT-0019,I8,2024-12-31,2710.0,471.5143,1277803.75,1190298.94,87504.81,USD
LOT-0002269,PORT-0019,TACL,2024-12-31,2557.0,450.5933,1152167.07,1106515.41,45651.66,USD
LOT-0002270,PORT-0019,RLI,2024-12-31,678.0,215.065,145814.07,125830.9,19983.17,USD
LOT-0002271,PORT-0019,RLI,2024-12-31,1235.0,215.5243,266172.51,50854.95,215317.56,USD
LOT-0002272,PORT-0019,HASS,2024-12-31,578.0,260.1396,150360.69,220693.29,-70332.6,USD
LOT-0002273,PORT-0019,HASS,2024-12-31,2444.0,260.557,636801.31,1136765.01,-499963.7,USD
LOT-0002274,PORT-0019,HASS,2024-12-31,2839.0,259.4112,736468.4,1344584.75,-608116.35,USD
LOT-0002275,PORT-0019,A6,2024-12-31,1451.0,436.873,633902.72,586795.72,47107.0,USD
LOT-0002276,PORT-0019,A6,2024-12-31,386.0,437.9961,169066.49,68790.87,100275.62,USD
LOT-0002277,PORT-0019,A6,2024-12-31,728.0,437.872,318770.82,160798.31,157972.51,USD
LOT-0002278,PORT-0019,A6,2024-12-31,1202.0,435.7776,523804.68,248452.92,275351.76,USD
LOT-0002279,PORT-0019,A6,2024-12-31,1265.0,437.446,553369.19,63210.15,490159.04,USD
LOT-0002280,PORT-0019,I5,2024-12-31,268.0,22.6435,6068.46,131637.58,-125569.12,USD
LOT-0002281,PORT-0019,I5,2024-12-31,2494.0,22.5548,56251.67,27052.92,29198.75,USD
LOT-0002282,PORT-0019,HARL,2024-12-31,225.0,397.0872,89344.62,44669.07,44675.55,USD
LOT-0002283,PORT-0019,HARL,2024-12-31,258.0,395.574,102058.09,49966.76,52091.33,USD
LOT-0002284,PORT-0019,HARL,2024-12-31,604.0,395.1013,238641.19,189793.41,48847.78,USD
LOT-0002285,PORT-0019,HARL,2024-12-31,1991.0,396.3453,789123.49,114508.78,674614.71,USD
LOT-0002286,PORT-0019,HARL,2024-12-31,3812.0,396.7918,1512570.34,1110255.29,402315.05,USD
LOT-0002287,PORT-0019,AASA,2024-12-31,1850.0,266.258,492577.3,756718.64,-264141.34,USD
LOT-0002288,PORT-0019,AASA,2024-12-31,2234.0,266.94,596343.96,994653.65,-398309.69,USD
LOT-0002289,PORT-0019,AASA,2024-12-31,528.0,266.0748,140487.49,247191.6,-106704.11,USD
LOT-0002290,PORT-0019,BAMA,2024-12-31,3378.0,438.6784,1481855.64,891992.99,589862.65,USD
LOT-0002291,PORT-0019,BAMA,2024-12-31,2076.0,438.9633,911287.81,178689.21,732598.6,USD
LOT-0002292,PORT-0019,C,2024-12-31,1281.0,426.2545,546032.01,256884.69,289147.32,USD
LOT-0002293,PORT-0019,L9,2024-12-31,745.0,83.2394,62013.35,31347.51,30665.84,USD
LOT-0002294,PORT-0019,L9,2024-12-31,2078.0,83.5199,173554.35,520489.96,-346935.61,USD
LOT-0002295,PORT-0019,L9,2024-12-31,4178.0,83.4468,348640.73,1918283.16,-1569642.43,USD
LOT-0002296,PORT-0019,S13,2024-12-31,2320.0,385.7706,894987.79,695200.3,199787.49,USD
LOT-0002297,PORT-0019,S13,2024-12-31,2114.0,385.8064,815594.73,353188.09,462406.64,USD
LOT-0002298,PORT-0019,S13,2024-12-31,3129.0,383.9659,1201429.3,831124.04,370305.26,USD
LOT-0002299,PORT-0019,S13,2024-12-31,1375.0,383.6277,527488.09,229563.13,297924.96,USD
LOT-0002300,PORT-0019,L3,2024-12-31,1208.0,494.0981,596870.5,264426.85,332443.65,USD
LOT-0002301,PORT-0019,L3,2024-12-31,1243.0,495.2536,615600.22,311629.17,303971.05,USD
LOT-0002302,PORT-0019,C3,2024-12-31,3293.0,38.8696,127997.59,1276574.26,-1148576.67,USD
LOT-0002303,PORT-0019,C3,2024-12-31,557.0,38.8728,21652.15,232445.01,-210792.86,USD
LOT-0002304,PORT-0019,S6,2024-12-31,1701.0,199.3651,339120.04,640336.69,-301216.65,USD
LOT-0002305,PORT-0019,S6,2024-12-31,1423.0,199.8453,284379.86,529691.83,-245311.97,USD
LOT-0002306,PORT-0019,S6,2024-12-31,1402.0,199.2476,279345.14,278439.58,905.56,USD
LOT-0002307,PORT-0020,L7,2024-12-31,678.0,367.3234,249045.27,265654.23,-16608.96,USD
LOT-0002308,PORT-0020,SAHS1,2024-12-31,2048.0,166.818,341643.26,471189.09,-129545.83,USD
LOT-0002309,PORT-0020,SAHS1,2024-12-31,787.0,166.9538,131392.64,51978.52,79414.12,USD
LOT-0002310,PORT-0020,TAOI,2024-12-31,1656.0,102.972,170521.63,165344.48,5177.15,USD
LOT-0002311,PORT-0020,TAOI,2024-12-31,3054.0,103.1011,314870.76,1460133.89,-1145263.13,USD
LOT-0002312,PORT-0020,OLC,2024-12-31,354.0,311.1589,110150.25,102431.0,7719.25,USD
LOT-0002313,PORT-0020,OLC,2024-12-31,592.0,310.8103,183999.7,262814.73,-78815.03,USD
LOT-0002314,PORT-0020,SIP,2024-12-31,721.0,472.459,340642.94,183136.81,157506.13,USD
LOT-0002315,PORT-0020,SIP,2024-12-31,335.0,472.2642,158208.51,81948.27,76260.24,USD
LOT-0002316,PORT-0020,SIP,2024-12-31,3465.0,470.0003,1628551.04,347866.6,1280684.44,USD
LOT-0002317,PORT-0020,SPA,2024-12-31,2004.0,298.9611,599118.04,745066.56,-145948.52,USD
LOT-0002318,PORT-0020,SPA,2024-12-31,2293.0,299.2484,686176.58,1071912.38,-385735.8,USD
LOT-0002319,PORT-0020,SPA,2024-12-31,159.0,299.7733,47663.95,58067.75,-10403.8,USD
LOT-0002320,PORT-0020,TABC,2024-12-31,4571.0,324.6618,1484029.09,810256.83,673772.26,USD
LOT-0002321,PORT-0020,TABC,2024-12-31,2386.0,323.3207,771443.19,564044.2,207398.99,USD
LOT-0002322,PORT-0020,TABC,2024-12-31,814.0,325.091,264624.07,69204.49,195419.58,USD
LOT-0002323,PORT-0020,TABC,2024-12-31,1503.0,324.4634,487668.49,476954.05,10714.44,USD
LOT-0002324,PORT-0020,P8,2024-12-31,2094.0,113.2855,237219.84,273121.05,-35901.21,USD
LOT-0002325,PORT-0020,P8,2024-12-31,920.0,112.8449,103817.31,255843.17,-152025.86,USD
LOT-0002326,PORT-0020,P8,2024-12-31,2200.0,113.201,249042.2,463898.16,-214855.96,USD
LOT-0002327,PORT-0020,P8,2024-12-31,870.0,113.3115,98581.0,317375.04,-218794.04,USD
LOT-0002328,PORT-0020,PASI,2024-12-31,65.0,405.8377,26379.45,22445.48,3933.97,USD
LOT-0002329,PORT-0020,PASI,2024-12-31,2165.0,406.4735,880015.13,884870.14,-4855.01,USD
LOT-0002330,PORT-0020,PASI,2024-12-31,210.0,405.9286,85245.01,80527.94,4717.07,USD
LOT-0002331,PORT-0020,CAAP,2024-12-31,2090.0,289.6043,605272.99,980697.81,-375424.82,USD
LOT-0002332,PORT-0020,CAAP,2024-12-31,2822.0,289.3287,816485.59,563033.87,253451.72,USD
LOT-0002333,PORT-0020,CAAP,2024-12-31,1780.0,289.1521,514690.74,552117.2,-37426.46,USD
LOT-0002334,PORT-0020,CAAP,2024-12-31,3274.0,289.3672,947388.21,801387.78,146000.43,USD
LOT-0002335,PORT-0020,SAWA,2024-12-31,1303.0,278.8519,363344.03,155944.99,207399.04,USD
LOT-0002336,PORT-0020,SAWA,2024-12-31,3024.0,277.7397,839884.85,1510726.29,-670841.44,USD
LOT-0002337,PORT-0020,SAWA,2024-12-31,818.0,278.9297,228164.49,181228.64,46935.85,USD
LOT-0002338,PORT-0020,I2,2024-12-31,1905.0,304.183,579468.61,230929.62,348538.99,USD
LOT-0002339,PORT-0020,EASL,2024-12-31,1967.0,412.8293,812035.23,220244.01,591791.22,USD
LOT-0002340,PORT-0020,EASL,2024-12-31,1579.0,413.976,653668.1,583267.13,70400.97,USD
LOT-0002341,PORT-0020,EASL,2024-12-31,1904.0,411.9411,784335.85,334195.22,450140.63,USD
LOT-0002342,PORT-0020,EASL,2024-12-31,693.0,412.3665,285769.98,76852.59,208917.39,USD
LOT-0002343,PORT-0020,WAWS,2024-12-31,1376.0,152.0331,209197.55,542448.92,-333251.37,USD
LOT-0002344,PORT-0020,WAWS,2024-12-31,1726.0,151.7161,261861.99,663385.51,-401523.52,USD
LOT-0002345,PORT-0020,WAWS,2024-12-31,1854.0,151.9027,281627.61,375409.97,-93782.36,USD
LOT-0002346,PORT-0020,NAFC,2024-12-31,3710.0,72.9087,270491.28,583052.1,-312560.82,USD
LOT-0002347,PORT-0020,NAFC,2024-12-31,720.0,72.8538,52454.74,152595.14,-100140.4,USD
LOT-0002348,PORT-0020,NAFC,2024-12-31,3359.0,73.1094,245574.47,1119316.88,-873742.41,USD
LOT-0002349,PORT-0020,NAFC,2024-12-31,871.0,72.8353,63439.55,18882.67,44556.88,USD
LOT-0002350,PORT-0020,SAJL,2024-12-31,606.0,198.3371,120192.28,173345.33,-53153.05,USD
LOT-0002351,PORT-0020,SAJL,2024-12-31,552.0,198.5196,109582.82,222130.32,-112547.5,USD
LOT-0002352,PORT-0020,SAJL,2024-12-31,715.0,198.3408,141813.67,311264.31,-169450.64,USD
LOT-0002353,PORT-0020,SAJL,2024-12-31,2939.0,198.1231,582283.79,908372.6,-326088.81,USD
LOT-0002354,PORT-0020,MASA,2024-12-31,3049.0,174.5077,532073.98,1339118.06,-807044.08,USD
LOT-0002355,PORT-0020,MASA,2024-12-31,4308.0,174.7929,753007.81,88393.27,664614.54,USD
LOT-0002356,PORT-0020,MASA,2024-12-31,1555.0,175.0677,272230.27,665189.35,-392959.08,USD
LOT-0002357,PORT-0020,MASA,2024-12-31,3134.0,175.2809,549330.34,1173232.64,-623902.3,USD
LOT-0002358,PORT-0020,MASA,2024-12-31,3606.0,174.9656,630925.95,677353.2,-46427.25,USD
LOT-0002359,PORT-0020,P1,2024-12-31,1429.0,166.6238,238105.41,136979.37,101126.04,USD
LOT-0002360,PORT-0020,P1,2024-12-31,598.0,166.4731,99550.91,269937.44,-170386.53,USD
LOT-0002361,PORT-0020,P1,2024-12-31,1645.0,166.4753,273851.87,750142.04,-476290.17,USD
LOT-0002362,PORT-0020,MGA,2024-12-31,4156.0,303.1266,1259794.15,997806.56,261987.59,USD
LOT-0002363,PORT-0020,S6,2024-12-31,2499.0,200.0914,500028.41,1182644.0,-682615.59,USD
LOT-0002364,PORT-0020,S6,2024-12-31,1357.0,199.4391,270638.86,103733.69,166905.17,USD
LOT-0002365,PORT-0020,S6,2024-12-31,2954.0,199.3873,588990.08,1139941.81,-550951.73,USD
LOT-0002366,PORT-0020,S6,2024-12-31,1753.0,199.457,349648.12,817181.46,-467533.34,USD
LOT-0002367,PORT-0020,S6,2024-12-31,3712.0,199.648,741093.38,1801973.32,-1060879.94,USD
LOT-0002368,PORT-0020,P9,2024-12-31,2375.0,390.1766,926669.43,1173320.06,-246650.63,USD
LOT-0002369,PORT-0020,DLA,2024-12-31,623.0,357.9471,223001.04,286090.57,-63089.53,USD
LOT-0002370,PORT-0020,DLA,2024-12-31,2073.0,357.3378,740761.26,220970.61,519790.65,USD
LOT-0002371,PORT-0020,DLA,2024-12-31,406.0,356.2008,144617.52,192806.68,-48189.16,USD
LOT-0002372,PORT-0020,MACL,2024-12-31,2502.0,144.19,360763.38,631573.35,-270809.97,USD
LOT-0002373,PORT-0020,MACL,2024-12-31,1012.0,144.2693,146000.53,191223.27,-45222.74,USD
LOT-0002374,PORT-0020,MACL,2024-12-31,142.0,143.8876,20432.04,64339.79,-43907.75,USD
LOT-0002375,PORT-0020,CGS,2024-12-31,1648.0,234.6343,386677.33,264094.8,122582.53,USD
LOT-0002376,PORT-0020,CGS,2024-12-31,4122.0,234.024,964646.93,592289.77,372357.16,USD
LOT-0002377,PORT-0020,CGS,2024-12-31,1583.0,234.7462,371603.23,78073.09,293530.14,USD
