lot_id,account_id,security_id,acquisition_date,acquisition_price,original_quantity,remaining_quantity,cost_basis,source_system
LOT-0001107,ACC-0010,SEC-0034,2024-11-14,71.1343,1915.0,1142.0,81235.37,DW
LOT-0001108,ACC-0010,SEC-0076,2024-11-12,118.5452,197.0,126.0,14936.7,DW
LOT-0001109,ACC-0010,SEC-0076,2020-12-10,185.3323,541.0,436.0,80804.88,DW
LOT-0001110,ACC-0010,SEC-0076,2023-03-22,406.1231,1184.0,1172.0,475976.27,DW
LOT-0001111,ACC-0010,SEC-0100,2022-02-26,453.2087,3564.0,2155.0,976664.75,DW
LOT-0001112,ACC-0010,SEC-0100,2023-10-27,492.2891,3228.0,1793.0,882674.36,DW
LOT-0001113,ACC-0010,SEC-0100,2023-05-13,288.8601,2521.0,1956.0,565010.36,DW
LOT-0001114,ACC-0010,SEC-0180,2021-03-21,372.0193,3394.0,2720.0,1011892.5,DW
LOT-0001115,ACC-0010,SEC-0180,2023-12-08,42.0267,728.0,388.0,16306.36,DW
LOT-0001116,ACC-0010,SEC-0093,2023-08-23,441.6915,3672.0,2340.0,1033558.11,DW
LOT-0001117,ACC-0010,SEC-0093,2020-03-01,342.2096,4961.0,4199.0,1436938.11,DW
LOT-0001118,ACC-0010,SEC-0167,2021-12-06,311.0837,3435.0,3234.0,1006044.69,DW
LOT-0001119,ACC-0010,SEC-0167,2024-11-27,469.5663,3241.0,3149.0,1478664.28,DW
LOT-0001120,ACC-0010,SEC-0167,2024-08-17,428.3913,1683.0,1552.0,664863.3,DW
LOT-0001121,ACC-0010,SEC-0167,2022-08-21,144.2774,3433.0,2517.0,363146.22,DW
LOT-0001122,ACC-0010,SEC-0170,2020-11-15,120.0286,1462.0,1038.0,124589.69,DW
LOT-0001123,ACC-0010,SEC-0054,2022-05-27,164.9586,2020.0,1348.0,222364.19,DW
LOT-0001124,ACC-0010,SEC-0054,2021-09-17,405.7597,4952.0,3035.0,1231480.69,DW
LOT-0001125,ACC-0010,SEC-0054,2021-01-19,217.6719,465.0,291.0,63342.52,DW
LOT-0001126,ACC-0010,SEC-0054,2023-12-31,171.3201,408.0,332.0,56878.27,DW
LOT-0001127,ACC-0010,SEC-0073,2024-10-13,300.3401,3169.0,2114.0,634918.97,DW
LOT-0001128,ACC-0010,SEC-0073,2023-07-08,131.1052,2421.0,2371.0,310850.43,DW
LOT-0001129,ACC-0010,SEC-0073,2020-04-02,36.6721,1735.0,1556.0,57061.79,DW
LOT-0001130,ACC-0010,SEC-0073,2024-07-05,390.1172,3136.0,2766.0,1079064.18,DW
LOT-0001131,ACC-0011,SEC-0161,2021-08-05,396.814,1049.0,825.0,327371.55,DW
LOT-0001132,ACC-0011,SEC-0161,2021-05-06,259.36,1841.0,1364.0,353767.04,DW
LOT-0001133,ACC-0011,SEC-0161,2021-06-09,227.8659,1291.0,1160.0,264324.44,DW
LOT-0001134,ACC-0011,SEC-0161,2024-07-31,72.5636,2964.0,2242.0,162687.59,DW
LOT-0001135,ACC-0011,SEC-0115,2021-04-07,379.6431,1625.0,1532.0,581613.23,DW
LOT-0001136,ACC-0011,SEC-0115,2020-07-27,81.3561,2401.0,1925.0,156610.49,DW
LOT-0001137,ACC-0011,SEC-0115,2023-04-15,190.7267,140.0,111.0,21170.66,DW
LOT-0001138,ACC-0011,SEC-0149,2022-01-28,411.4001,2841.0,1498.0,616277.35,DW
LOT-0001139,ACC-0011,SEC-0149,2022-12-28,105.7495,1082.0,1032.0,109133.48,DW
LOT-0001140,ACC-0011,SEC-0032,2020-07-07,43.5179,1028.0,759.0,33030.09,DW
LOT-0001141,ACC-0011,SEC-0032,2021-01-15,491.1424,3039.0,2023.0,993581.08,DW
LOT-0001142,ACC-0011,SEC-0022,2021-06-19,156.8195,1710.0,945.0,148194.43,DW
LOT-0001143,ACC-0011,SEC-0016,2020-01-03,396.7038,307.0,187.0,74183.61,DW
LOT-0001144,ACC-0011,SEC-0009,2023-08-18,238.603,1144.0,847.0,202096.74,DW
LOT-0001145,ACC-0011,SEC-0009,2020-08-11,476.7682,1724.0,1500.0,715152.3,DW
LOT-0001146,ACC-0011,SEC-0009,2023-10-08,206.1532,4148.0,2088.0,430447.88,DW
LOT-0001147,ACC-0011,SEC-0097,2024-11-11,46.1283,247.0,138.0,6365.71,DW
LOT-0001148,ACC-0011,SEC-0097,2023-04-16,225.8,3194.0,3055.0,689819.0,DW
LOT-0001149,ACC-0011,SEC-0097,2022-11-25,31.5134,245.0,147.0,4632.47,DW
LOT-0001150,ACC-0011,SEC-0081,2020-11-20,95.3994,4253.0,2650.0,252808.41,DW
LOT-0001151,ACC-0011,SEC-0081,2023-10-27,20.5311,4230.0,4041.0,82966.18,DW
LOT-0001152,ACC-0011,SEC-0081,2024-10-20,417.4084,772.0,639.0,266723.97,DW
LOT-0001153,ACC-0011,SEC-0178,2024-04-18,175.8078,1130.0,823.0,144689.82,DW
LOT-0001154,ACC-0011,SEC-0178,2022-11-05,406.649,3338.0,3240.0,1317542.76,DW
LOT-0001155,ACC-0011,SEC-0178,2020-06-09,498.8705,4420.0,4151.0,2070811.45,DW
LOT-0001156,ACC-0011,SEC-0178,2024-07-21,68.0617,4425.0,2502.0,170290.37,DW
LOT-0001157,ACC-0011,SEC-0017,2021-01-09,193.3851,3038.0,3003.0,580735.46,DW
LOT-0001158,ACC-0011,SEC-0017,2023-07-20,461.2967,3839.0,3047.0,1405571.04,DW
LOT-0001159,ACC-0011,SEC-0017,2020-02-17,272.3795,3969.0,2635.0,717719.98,DW
LOT-0001160,ACC-0011,SEC-0033,2024-08-14,318.435,1472.0,829.0,263982.61,DW
LOT-0001161,ACC-0011,SEC-0033,2022-01-26,484.5083,4441.0,2685.0,1300904.79,DW
LOT-0001162,ACC-0011,SEC-0033,2024-06-18,394.486,3976.0,3210.0,1266300.06,DW
LOT-0001163,ACC-0011,SEC-0033,2023-12-25,259.2208,3781.0,3110.0,806176.69,DW
LOT-0001164,ACC-0011,SEC-0195,2022-04-26,97.7093,3591.0,2739.0,267625.77,DW
LOT-0001165,ACC-0011,SEC-0114,2022-03-18,360.6684,2524.0,1601.0,577430.11,DW
LOT-0001166,ACC-0011,SEC-0114,2022-09-02,322.6717,3974.0,3278.0,1057717.83,DW
LOT-0001167,ACC-0011,SEC-0015,2022-05-21,432.9524,2040.0,1332.0,576692.6,DW
LOT-0001168,ACC-0011,SEC-0015,2022-10-21,289.9715,4684.0,3218.0,933128.29,DW
LOT-0001169,ACC-0011,SEC-0015,2021-10-31,51.5319,3783.0,2450.0,126253.15,DW
LOT-0001170,ACC-0011,SEC-0078,2022-01-04,182.2717,2961.0,2169.0,395347.32,DW
LOT-0001171,ACC-0011,SEC-0078,2021-06-08,174.8233,2311.0,1655.0,289332.56,DW
LOT-0001172,ACC-0011,SEC-0078,2022-11-10,404.2072,1653.0,1143.0,462008.83,DW
LOT-0001173,ACC-0011,SEC-0078,2023-11-30,226.4274,1402.0,754.0,170726.26,DW
LOT-0001174,ACC-0011,SEC-0078,2024-06-16,154.3137,2559.0,1979.0,305386.81,DW
LOT-0001175,ACC-0011,SEC-0157,2023-08-23,58.2205,450.0,234.0,13623.6,DW
LOT-0001176,ACC-0011,SEC-0157,2023-10-18,173.5413,3408.0,2130.0,369642.97,DW
LOT-0001177,ACC-0011,SEC-0157,2020-09-27,409.6267,3449.0,2198.0,900359.49,DW
LOT-0001178,ACC-0011,SEC-0200,2020-12-17,305.9767,776.0,720.0,220303.22,DW
LOT-0001179,ACC-0011,SEC-0200,2020-11-26,372.5123,4571.0,2305.0,858640.85,DW
LOT-0001180,ACC-0011,SEC-0200,2023-03-29,148.1042,1798.0,1795.0,265847.04,DW
LOT-0001181,ACC-0011,SEC-0111,2020-09-02,331.1012,2413.0,1825.0,604259.69,DW
LOT-0001182,ACC-0011,SEC-0111,2020-08-26,476.2295,4341.0,2664.0,1268675.39,DW
LOT-0001183,ACC-0011,SEC-0111,2020-11-11,377.0772,2425.0,1838.0,693067.89,DW
LOT-0001184,ACC-0011,SEC-0111,2020-07-06,280.7815,2397.0,2175.0,610699.76,DW
LOT-0001185,ACC-0011,SEC-0190,2023-01-04,398.0383,1634.0,970.0,386097.15,DW
LOT-0001186,ACC-0011,SEC-0190,2020-08-07,471.5456,2147.0,1544.0,728066.41,DW
LOT-0001187,ACC-0011,SEC-0027,2024-02-21,292.9791,729.0,708.0,207429.2,DW
LOT-0001188,ACC-0011,SEC-0027,2024-11-12,254.9021,3328.0,2254.0,574549.33,DW
LOT-0001189,ACC-0011,SEC-0027,2023-08-28,215.3822,3460.0,2428.0,522947.98,DW
LOT-0001190,ACC-0011,SEC-0174,2020-07-21,348.3541,1568.0,1244.0,433352.5,DW
LOT-0001191,ACC-0011,SEC-0174,2021-09-26,394.8253,4619.0,2664.0,1051814.6,DW
LOT-0001192,ACC-0011,SEC-0186,2021-05-22,401.5814,4577.0,3602.0,1446496.2,DW
LOT-0001193,ACC-0011,SEC-0186,2022-09-23,490.2843,1101.0,766.0,375557.77,DW
LOT-0001194,ACC-0011,SEC-0186,2021-12-03,199.3526,2426.0,1612.0,321356.39,DW
LOT-0001195,ACC-0011,SEC-0144,2022-05-22,323.1116,1593.0,933.0,301463.12,DW
LOT-0001196,ACC-0011,SEC-0144,2021-02-18,280.9243,257.0,217.0,60960.57,DW
LOT-0001197,ACC-0011,SEC-0014,2024-07-12,456.5592,1991.0,1200.0,547871.04,DW
LOT-0001198,ACC-0011,SEC-0014,2023-04-15,333.1892,443.0,234.0,77966.27,DW
LOT-0001199,ACC-0011,SEC-0076,2022-01-05,15.4131,1701.0,1624.0,25030.87,DW
LOT-0001200,ACC-0011,SEC-0076,2022-09-23,86.9474,643.0,494.0,42952.02,DW
LOT-0001201,ACC-0011,SEC-0076,2022-03-28,374.1399,2006.0,1909.0,714233.07,DW
LOT-0001202,ACC-0011,SEC-0098,2023-03-08,221.7783,3577.0,2638.0,585051.16,DW
LOT-0001203,ACC-0011,SEC-0098,2021-07-14,291.7948,1621.0,975.0,284499.93,DW
LOT-0001204,ACC-0011,SEC-0098,2020-11-25,345.5696,1450.0,730.0,252265.81,DW
LOT-0001205,ACC-0011,SEC-0103,2024-02-13,228.4085,4140.0,3322.0,758773.04,DW
LOT-0001206,ACC-0011,SEC-0103,2023-07-15,267.6697,4560.0,4285.0,1146964.66,DW
LOT-0001207,ACC-0011,SEC-0103,2022-05-04,236.7208,292.0,159.0,37638.61,DW
LOT-0001208,ACC-0011,SEC-0103,2021-04-18,441.6871,2336.0,1986.0,877190.58,DW
LOT-0001209,ACC-0011,SEC-0025,2021-06-25,413.4805,4264.0,3017.0,1247470.67,DW
LOT-0001210,ACC-0011,SEC-0025,2023-11-30,450.9827,3693.0,2692.0,1214045.43,DW
LOT-0001211,ACC-0011,SEC-0159,2021-03-23,99.8877,2886.0,2011.0,200874.16,DW
LOT-0001212,ACC-0011,SEC-0159,2024-09-03,127.4507,4366.0,2781.0,354440.4,DW
LOT-0001213,ACC-0011,SEC-0106,2024-07-18,352.0416,3640.0,2215.0,779772.14,DW
LOT-0001214,ACC-0011,SEC-0106,2022-02-25,211.5263,3833.0,2149.0,454570.02,DW
LOT-0001215,ACC-0011,SEC-0060,2022-11-07,47.5015,616.0,544.0,25840.82,DW
LOT-0001216,ACC-0011,SEC-0060,2023-02-03,210.9471,908.0,548.0,115599.01,DW
LOT-0001217,ACC-0011,SEC-0154,2021-05-03,350.298,3774.0,2606.0,912876.59,DW
LOT-0001218,ACC-0011,SEC-0154,2020-09-26,205.6775,1053.0,546.0,112299.92,DW
LOT-0001219,ACC-0011,SEC-0154,2023-07-07,66.1945,4594.0,3048.0,201760.84,DW
LOT-0001220,ACC-0011,SEC-0160,2020-09-20,237.4803,2361.0,1278.0,303499.82,DW
LOT-0001221,ACC-0011,SEC-0160,2021-03-27,128.7239,4755.0,2711.0,348970.49,DW
LOT-0001222,ACC-0011,SEC-0160,2020-04-26,146.7795,891.0,819.0,120212.41,DW
LOT-0001223,ACC-0011,SEC-0003,2024-03-22,271.9804,2015.0,1086.0,295370.71,DW
LOT-0001224,ACC-0011,SEC-0003,2020-08-21,15.4932,1439.0,1037.0,16066.45,DW
LOT-0001225,ACC-0011,SEC-0117,2023-12-03,116.1695,269.0,225.0,26138.14,DW
LOT-0001226,ACC-0011,SEC-0117,2023-09-16,226.6085,334.0,273.0,61864.12,DW
LOT-0001227,ACC-0011,SEC-0099,2021-03-21,449.5348,2014.0,1317.0,592037.33,DW
LOT-0001228,ACC-0011,SEC-0119,2024-08-16,303.1206,338.0,233.0,70627.1,DW
LOT-0001229,ACC-0011,SEC-0119,2023-10-15,465.1221,1936.0,1199.0,557681.4,DW
LOT-0001230,ACC-0011,SEC-0110,2024-11-02,175.1872,1042.0,870.0,152412.86,DW
LOT-0001231,ACC-0011,SEC-0110,2023-09-07,479.7852,573.0,526.0,252367.02,DW
LOT-0001232,ACC-0011,SEC-0110,2021-03-12,92.2626,919.0,651.0,60062.95,DW
LOT-0001233,ACC-0011,SEC-0171,2024-04-25,409.6559,1681.0,1367.0,559999.62,DW
LOT-0001234,ACC-0011,SEC-0171,2021-06-01,111.4885,2754.0,2670.0,297674.29,DW
LOT-0001235,ACC-0011,SEC-0171,2024-03-29,123.88,619.0,410.0,50790.8,DW
LOT-0001236,ACC-0011,SEC-0183,2024-11-07,200.7015,2348.0,1252.0,251278.28,DW
LOT-0001237,ACC-0011,SEC-0183,2020-05-07,146.4442,3157.0,1648.0,241340.04,DW
LOT-0001238,ACC-0011,SEC-0183,2023-09-11,211.4374,3861.0,2895.0,612111.27,DW
LOT-0001239,ACC-0011,SEC-0183,2024-05-07,359.1402,3977.0,3822.0,1372633.84,DW
LOT-0001240,ACC-0011,SEC-0026,2021-09-23,94.015,4799.0,3839.0,360923.59,DW
LOT-0001241,ACC-0011,SEC-0026,2021-05-19,351.1945,3422.0,3375.0,1185281.44,DW
LOT-0001242,ACC-0011,SEC-0026,2021-01-11,75.1364,959.0,845.0,63490.26,DW
LOT-0001243,ACC-0011,SEC-0087,2021-03-08,246.2439,1742.0,1401.0,344987.7,DW
LOT-0001244,ACC-0011,SEC-0007,2021-08-21,229.9667,2604.0,2268.0,521564.48,DW
LOT-0001245,ACC-0011,SEC-0165,2024-11-04,123.9769,3120.0,2959.0,366847.65,DW
LOT-0001246,ACC-0011,SEC-0133,2023-03-10,125.8342,2200.0,1368.0,172141.19,DW
LOT-0001247,ACC-0011,SEC-0133,2024-06-22,39.3623,1935.0,1254.0,49360.32,DW
LOT-0001248,ACC-0011,SEC-0085,2024-09-15,126.6513,3654.0,3633.0,460124.17,DW
LOT-0001249,ACC-0011,SEC-0085,2022-06-07,372.2353,1711.0,1093.0,406853.18,DW
LOT-0001250,ACC-0011,SEC-0085,2021-04-23,395.6157,294.0,263.0,104046.93,DW
LOT-0001251,ACC-0011,SEC-0151,2022-08-05,327.5427,1513.0,774.0,253518.05,DW
LOT-0001252,ACC-0011,SEC-0151,2020-03-03,369.1078,1779.0,1073.0,396052.67,DW
LOT-0001253,ACC-0011,SEC-0151,2024-08-13,454.2497,3359.0,2097.0,952561.62,DW
LOT-0001254,ACC-0011,SEC-0050,2021-07-05,437.6258,2655.0,1571.0,687510.13,DW
LOT-0001255,ACC-0011,SEC-0050,2021-05-22,12.9609,4362.0,2334.0,30250.74,DW
LOT-0001256,ACC-0011,SEC-0028,2023-11-03,35.5324,4961.0,4808.0,170839.78,DW
LOT-0001257,ACC-0011,SEC-0180,2021-11-03,417.2982,4666.0,2884.0,1203488.01,DW
LOT-0001258,ACC-0011,SEC-0180,2024-06-24,218.8575,2389.0,1391.0,304430.78,DW
LOT-0001259,ACC-0011,SEC-0180,2023-10-24,130.0132,965.0,603.0,78397.96,DW
LOT-0001260,ACC-0012,SEC-0074,2022-10-29,198.1783,1608.0,1598.0,316688.92,DW
LOT-0001261,ACC-0012,SEC-0074,2024-07-09,210.3059,290.0,279.0,58675.35,DW
LOT-0001262,ACC-0012,SEC-0074,2022-10-05,466.7435,896.0,790.0,368727.36,DW
LOT-0001263,ACC-0012,SEC-0074,2023-06-28,387.9225,3783.0,2551.0,989590.3,DW
LOT-0001264,ACC-0012,SEC-0074,2020-12-10,249.4247,3474.0,2947.0,735054.59,DW
LOT-0001265,ACC-0012,SEC-0148,2021-04-08,198.8132,2178.0,1358.0,269988.33,DW
LOT-0001266,ACC-0012,SEC-0148,2022-03-29,26.9087,4084.0,3330.0,89605.97,DW
LOT-0001267,ACC-0012,SEC-0115,2021-04-20,82.4633,3067.0,2982.0,245905.56,DW
LOT-0001268,ACC-0012,SEC-0115,2024-02-04,134.6011,3051.0,2977.0,400707.47,DW
LOT-0001269,ACC-0012,SEC-0163,2020-03-14,89.0994,672.0,367.0,32699.48,DW
LOT-0001270,ACC-0012,SEC-0052,2020-12-16,297.2186,4515.0,3428.0,1018865.36,DW
LOT-0001271,ACC-0012,SEC-0052,2023-11-11,439.243,913.0,651.0,285947.19,DW
LOT-0001272,ACC-0012,SEC-0070,2021-01-15,158.0876,4842.0,4015.0,634721.71,DW
LOT-0001273,ACC-0012,SEC-0070,2022-10-10,297.1791,3696.0,3239.0,962563.1,DW
LOT-0001274,ACC-0012,SEC-0124,2024-04-22,321.7283,3906.0,2626.0,844858.52,DW
LOT-0001275,ACC-0012,SEC-0124,2024-02-13,141.8205,1127.0,985.0,139693.19,DW
LOT-0001276,ACC-0012,SEC-0124,2020-12-31,160.9692,4936.0,4483.0,721624.92,DW
LOT-0001277,ACC-0012,SEC-0124,2024-11-28,57.4666,3891.0,2758.0,158492.88,DW
LOT-0001278,ACC-0012,SEC-0021,2022-08-01,330.7154,3692.0,2161.0,714675.98,DW
LOT-0001279,ACC-0012,SEC-0021,2022-10-26,101.336,758.0,563.0,57052.17,DW
LOT-0001280,ACC-0012,SEC-0093,2021-09-27,409.0415,1010.0,535.0,218837.2,DW
LOT-0001281,ACC-0012,SEC-0093,2023-11-23,406.4975,1040.0,1031.0,419098.92,DW
LOT-0001282,ACC-0012,SEC-0102,2020-01-12,210.3083,3172.0,2576.0,541754.18,DW
LOT-0001283,ACC-0012,SEC-0102,2020-01-19,321.8525,491.0,267.0,85934.62,DW
LOT-0001284,ACC-0012,SEC-0097,2024-10-02,296.9667,2442.0,2042.0,606406.0,DW
LOT-0001285,ACC-0012,SEC-0097,2024-05-09,14.6582,1404.0,1373.0,20125.71,DW
LOT-0001286,ACC-0012,SEC-0097,2021-03-10,295.3983,4939.0,2709.0,800233.99,DW
LOT-0001287,ACC-0012,SEC-0043,2021-12-28,397.9754,1941.0,1475.0,587013.71,DW
LOT-0001288,ACC-0012,SEC-0043,2020-08-25,140.2595,2481.0,2179.0,305625.45,DW
LOT-0001289,ACC-0012,SEC-0043,2021-07-13,220.4323,1917.0,1812.0,399423.33,DW
LOT-0001290,ACC-0012,SEC-0121,2022-11-23,335.8884,1954.0,1033.0,346972.72,DW
LOT-0001291,ACC-0012,SEC-0121,2022-12-03,437.8079,4051.0,2032.0,889625.65,DW
LOT-0001292,ACC-0012,SEC-0121,2020-01-15,352.1711,3654.0,3449.0,1214638.12,DW
LOT-0001293,ACC-0012,SEC-0121,2024-02-21,22.5834,702.0,537.0,12127.29,DW
LOT-0001294,ACC-0012,SEC-0113,2020-12-30,378.2055,1318.0,957.0,361942.66,DW
LOT-0001295,ACC-0012,SEC-0113,2021-01-26,332.8493,2428.0,1716.0,571169.4,DW
LOT-0001296,ACC-0012,SEC-0109,2020-05-12,167.87,3206.0,3003.0,504113.61,DW
LOT-0001297,ACC-0012,SEC-0109,2020-05-23,370.5484,3422.0,2111.0,782227.67,DW
LOT-0001298,ACC-0012,SEC-0109,2022-03-15,206.0809,3102.0,1677.0,345597.67,DW
LOT-0001299,ACC-0012,SEC-0109,2022-07-09,470.1515,4713.0,3478.0,1635186.92,DW
LOT-0001300,ACC-0012,SEC-0130,2021-03-24,429.979,4535.0,3932.0,1690677.43,DW
LOT-0001301,ACC-0012,SEC-0130,2023-04-10,307.5152,3589.0,3355.0,1031713.5,DW
LOT-0001302,ACC-0012,SEC-0130,2020-01-03,290.2274,4298.0,3233.0,938305.18,DW
LOT-0001303,ACC-0012,SEC-0130,2024-03-15,253.9833,527.0,483.0,122673.93,DW
LOT-0001304,ACC-0012,SEC-0130,2021-11-04,493.7376,2387.0,2263.0,1117328.19,DW
LOT-0001305,ACC-0012,SEC-0157,2021-11-20,128.0418,1137.0,997.0,127657.67,DW
LOT-0001306,ACC-0012,SEC-0157,2021-03-21,352.9554,617.0,615.0,217067.57,DW
LOT-0001307,ACC-0012,SEC-0157,2024-10-03,88.5153,4652.0,4426.0,391768.72,DW
LOT-0001308,ACC-0012,SEC-0157,2020-08-15,147.3753,3624.0,3019.0,444926.03,DW
LOT-0001309,ACC-0012,SEC-0111,2021-02-27,70.3181,765.0,587.0,41276.72,DW
LOT-0001310,ACC-0012,SEC-0111,2020-11-07,251.0598,3998.0,2664.0,668823.31,DW
LOT-0001311,ACC-0012,SEC-0040,2021-07-20,41.6868,1782.0,1702.0,70950.93,DW
LOT-0001312,ACC-0012,SEC-0040,2020-10-02,370.6412,1970.0,1617.0,599326.82,DW
LOT-0001313,ACC-0012,SEC-0040,2021-10-08,483.4615,2241.0,1382.0,668143.79,DW
LOT-0001314,ACC-0012,SEC-0194,2023-06-20,66.6881,530.0,289.0,19272.86,DW
LOT-0001315,ACC-0012,SEC-0194,2020-10-07,300.1782,1022.0,992.0,297776.77,DW
LOT-0001316,ACC-0012,SEC-0194,2021-09-15,190.1911,4281.0,4183.0,795569.37,DW
LOT-0001317,ACC-0012,SEC-0194,2021-09-07,371.0898,1623.0,1290.0,478705.84,DW
LOT-0001318,ACC-0012,SEC-0006,2022-07-18,166.6251,1889.0,1586.0,264267.41,DW
LOT-0001319,ACC-0012,SEC-0006,2020-06-14,71.8906,3352.0,2666.0,191660.34,DW
LOT-0001320,ACC-0012,SEC-0006,2024-04-27,203.7031,2738.0,2000.0,407406.2,DW
LOT-0001321,ACC-0012,SEC-0098,2024-02-09,409.9125,1554.0,947.0,388187.14,DW
LOT-0001322,ACC-0012,SEC-0098,2021-02-08,233.3344,3047.0,1746.0,407401.86,DW
LOT-0001323,ACC-0012,SEC-0098,2021-03-10,426.0725,4156.0,2149.0,915629.8,DW
LOT-0001324,ACC-0012,SEC-0110,2021-01-21,70.4974,4985.0,4254.0,299895.94,DW
LOT-0001325,ACC-0012,SEC-0110,2022-03-28,319.2278,1157.0,747.0,238463.17,DW
LOT-0001326,ACC-0012,SEC-0022,2022-10-22,38.8182,4070.0,2346.0,91067.5,DW
LOT-0001327,ACC-0012,SEC-0022,2020-11-25,113.2004,3690.0,3340.0,378089.34,DW
LOT-0001328,ACC-0012,SEC-0022,2020-12-28,370.5055,4623.0,4105.0,1520925.08,DW
LOT-0001329,ACC-0012,SEC-0022,2020-02-12,248.8773,2020.0,2004.0,498750.11,DW
LOT-0001330,ACC-0012,SEC-0077,2024-10-18,278.492,1753.0,1471.0,409661.73,DW
LOT-0001331,ACC-0012,SEC-0153,2022-12-19,381.28,2016.0,1540.0,587171.2,DW
LOT-0001332,ACC-0012,SEC-0138,2023-10-29,353.5432,2785.0,1528.0,540214.01,DW
LOT-0001333,ACC-0012,SEC-0138,2023-02-08,378.6106,2944.0,2657.0,1005968.36,DW
LOT-0001334,ACC-0012,SEC-0182,2020-02-26,467.942,1590.0,1315.0,615343.73,DW
LOT-0001335,ACC-0012,SEC-0182,2021-09-06,77.4049,3510.0,2266.0,175399.5,DW
LOT-0001336,ACC-0012,SEC-0182,2024-02-09,112.7855,4041.0,2416.0,272489.77,DW
LOT-0001337,ACC-0012,SEC-0182,2021-04-08,14.4749,3657.0,2881.0,41702.19,DW
LOT-0001338,ACC-0012,SEC-0142,2024-02-03,194.5123,4915.0,4127.0,802752.26,DW
LOT-0001339,ACC-0012,SEC-0045,2023-12-23,463.7328,571.0,564.0,261545.3,DW
LOT-0001340,ACC-0012,SEC-0066,2022-01-11,328.5479,3008.0,2962.0,973158.88,DW
LOT-0001341,ACC-0012,SEC-0066,2021-05-27,364.0497,1301.0,728.0,265028.18,DW
LOT-0001342,ACC-0012,SEC-0066,2022-09-11,249.4267,3471.0,3392.0,846055.37,DW
LOT-0001343,ACC-0012,SEC-0179,2021-04-05,375.1481,3902.0,3885.0,1457450.37,DW
LOT-0001344,ACC-0012,SEC-0179,2021-02-27,332.6742,3911.0,3647.0,1213262.81,DW
LOT-0001345,ACC-0012,SEC-0179,2021-04-10,197.2295,3198.0,2311.0,455797.37,DW
LOT-0001346,ACC-0012,SEC-0119,2024-03-27,249.717,3377.0,2549.0,636528.63,DW
LOT-0001347,ACC-0012,SEC-0119,2024-10-15,297.5567,4938.0,3653.0,1086974.63,DW
LOT-0001348,ACC-0012,SEC-0119,2021-01-11,375.2261,3992.0,2357.0,884407.92,DW
LOT-0001349,ACC-0012,SEC-0079,2022-03-16,499.9776,3543.0,2300.0,1149948.48,DW
LOT-0001350,ACC-0012,SEC-0079,2024-03-20,58.7262,411.0,392.0,23020.67,DW
LOT-0001351,ACC-0012,SEC-0079,2020-06-17,273.3804,2086.0,1774.0,484976.83,DW
LOT-0001352,ACC-0012,SEC-0117,2020-07-11,407.9762,2494.0,1894.0,772706.92,DW
LOT-0001353,ACC-0012,SEC-0073,2021-08-22,274.1011,4112.0,3396.0,930847.34,DW
LOT-0001354,ACC-0012,SEC-0073,2020-09-10,378.9642,4832.0,4585.0,1737550.86,DW
LOT-0001355,ACC-0012,SEC-0073,2023-11-27,432.3817,3507.0,1763.0,762288.94,DW
LOT-0001356,ACC-0012,SEC-0073,2022-05-31,402.2514,703.0,397.0,159693.81,DW
LOT-0001357,ACC-0012,SEC-0190,2021-10-07,135.8126,3790.0,2055.0,279094.89,DW
LOT-0001358,ACC-0012,SEC-0190,2024-03-21,258.0127,1881.0,1453.0,374892.45,DW
LOT-0001359,ACC-0012,SEC-0190,2022-07-19,488.7805,3325.0,2075.0,1014219.54,DW
LOT-0001360,ACC-0012,SEC-0144,2024-08-29,473.6452,2645.0,2358.0,1116855.38,DW
LOT-0001361,ACC-0012,SEC-0144,2021-03-23,271.7102,785.0,585.0,158950.47,DW
LOT-0001362,ACC-0012,SEC-0144,2023-03-02,266.1065,4931.0,3334.0,887199.07,DW
LOT-0001363,ACC-0012,SEC-0156,2024-05-13,334.6823,319.0,165.0,55222.58,DW
LOT-0001364,ACC-0012,SEC-0156,2024-02-15,156.8575,4180.0,4091.0,641704.03,DW
LOT-0001365,ACC-0012,SEC-0181,2021-07-17,280.5146,3000.0,1916.0,537465.97,DW
LOT-0001366,ACC-0012,SEC-0181,2020-10-30,314.9332,464.0,291.0,91645.56,DW
LOT-0001367,ACC-0012,SEC-0019,2022-09-04,233.4732,4729.0,3964.0,925487.76,DW
LOT-0001368,ACC-0012,SEC-0086,2021-01-09,80.1895,1098.0,895.0,71769.6,DW
LOT-0001369,ACC-0012,SEC-0086,2023-05-30,497.726,3514.0,2095.0,1042735.97,DW
LOT-0001370,ACC-0012,SEC-0086,2022-10-31,286.1847,3274.0,2474.0,708020.95,DW
LOT-0001371,ACC-0012,SEC-0086,2024-01-01,215.6464,852.0,849.0,183083.79,DW
LOT-0001372,ACC-0012,SEC-0035,2021-07-14,131.2739,1424.0,1090.0,143088.55,DW
LOT-0001373,ACC-0012,SEC-0035,2021-01-31,278.7007,423.0,347.0,96709.14,DW
LOT-0001374,ACC-0012,SEC-0188,2022-11-19,455.5302,3913.0,2243.0,1021754.24,DW
LOT-0001375,ACC-0012,SEC-0188,2020-06-11,120.6251,148.0,102.0,12303.76,DW
LOT-0001376,ACC-0012,SEC-0188,2023-09-03,195.5299,615.0,592.0,115753.7,DW
